tick,ts_ms,temp_raw_q88,moist_raw_q88,press_raw_q88,vib_raw_q88,temp_filt_q88,moist_filt_q88,press_filt_q88,vib_filt_q88,fsm_state,heater_en,fan_pwm,valve,alarms_mask,alarm_edge,event_code,fifo_occ,fifo_drops,proto_id,valid,ready,fire,bytes_sent,frame_inflight
0,0,7125,13994,25800,546,890,1749,3225,68,0,0,30,0,0,0,0,1,0,0,1,1,1,40,0
1,100,7185,13394,26133,591,1788,3423,6491,142,0,0,30,0,0,0,0,1,0,0,1,1,1,40,0
2,200,7202,13389,26133,601,2689,5097,9758,217,0,0,30,0,0,0,0,1,0,0,1,1,1,40,0
3,300,7162,13191,26142,604,3584,6746,13026,292,0,0,30,0,0,0,0,1,0,0,1,1,1,40,0
4,400,7155,13216,26194,610,4478,8398,16300,369,1,0,30,0,0,0,0,1,0,0,1,1,1,40,0
5,500,7146,13266,26176,602,5371,10056,19572,444,1,1,160,0,0,0,0,1,0,0,1,1,1,40,0
6,600,11005,8791,27452,881,6747,11155,23003,554,1,1,160,0,0,0,0,1,0,0,1,1,1,40,0
7,700,10973,8861,27476,878,8119,12262,26438,664,1,1,160,0,0,0,0,1,0,0,1,1,1,40,0
8,800,11072,8767,27448,876,8612,11609,26644,705,1,1,160,0,0,0,0,1,0,0,1,1,1,40,0
9,900,11069,8815,27468,875,9098,11037,26811,740,1,1,160,0,0,0,0,1,0,0,1,1,1,40,0
10,1000,11070,8833,27479,874,9581,10467,26979,775,1,1,160,0,0,0,0,1,0,0,1,1,1,40,0
11,1100,11027,8776,27452,875,10064,9915,27143,808,1,1,160,0,0,0,0,1,0,0,1,1,1,40,0
12,1200,11102,8718,27465,880,10558,9353,27302,842,1,1,160,0,0,0,0,1,0,0,1,0,0,0,0
13,1300,11026,8754,27440,871,11043,8789,27460,876,1,1,160,0,0,0,0,2,0,0,1,1,1,40,0
14,1400,11039,8667,27460,879,11047,8773,27461,876,1,1,160,0,0,0,0,2,0,0,1,1,1,40,0
15,1500,11014,8846,27438,864,11052,8772,27456,874,1,1,160,0,0,0,0,2,0,0,1,1,1,40,0
16,1600,11044,8697,27461,875,11048,8763,27457,874,1,1,160,0,0,0,0,2,0,0,1,1,1,40,0
17,1700,11018,8899,27473,863,11042,8773,27458,872,1,1,160,0,0,0,0,2,0,0,1,1,1,40,0
18,1800,11097,8798,27429,857,11045,8769,27452,870,1,1,160,0,0,0,0,2,0,0,1,1,1,40,0
19,1900,11058,8815,27489,873,11049,8774,27456,870,1,1,160,0,0,0,0,2,0,0,1,0,0,0,0
20,2000,11126,8752,27459,871,11052,8778,27456,869,1,1,160,0,0,0,0,3,0,0,1,1,1,40,0
21,2100,11057,8786,27537,873,11056,8782,27468,869,1,1,160,0,0,0,0,3,0,0,1,1,1,40,0
22,2200,11068,8770,27457,887,11060,8795,27467,870,1,1,160,0,0,0,0,3,0,0,1,1,1,40,0
23,2300,11017,8886,27454,870,11060,8800,27469,871,1,1,160,0,0,0,0,3,0,0,1,1,1,40,0
24,2400,11071,8745,27441,880,11064,8806,27467,871,2,1,160,0,0,0,0,3,0,0,1,1,1,40,0
25,2500,10999,8863,27460,902,11061,8801,27465,876,2,1,200,1,0,0,0,3,0,0,1,1,1,40,0
26,2600,11629,5194,28906,1100,11128,8351,27650,907,2,1,200,1,0,0,0,3,0,0,1,1,1,40,0
27,2700,11582,5324,28933,1078,11193,7915,27830,932,2,1,200,1,0,0,0,3,0,0,1,1,1,40,0
28,2800,11611,5283,28913,1080,11254,7481,28012,958,2,1,200,1,0,0,0,3,0,0,1,1,1,40,0
29,2900,11600,5256,28905,1097,11322,7040,28183,986,2,1,200,1,0,0,0,3,0,0,1,1,1,40,0
30,3000,11611,5172,28916,1095,11390,6590,28366,1012,2,1,200,1,0,0,0,3,0,0,1,1,1,40,0
31,3100,11566,5265,28869,1096,11458,6137,28542,1041,2,1,200,0,0,0,0,3,0,0,1,1,1,40,0
32,3200,11617,7752,27895,983,11526,6013,28599,1053,2,1,200,0,0,0,0,3,0,0,1,1,1,40,0
33,3300,11621,7927,27871,946,11604,5896,28651,1059,2,1,200,0,0,0,0,3,0,0,1,1,1,40,0
34,3400,11603,7691,27886,980,11601,6208,28523,1044,2,1,200,0,0,0,0,3,0,0,1,1,1,40,0
35,3500,11587,7847,27833,947,11602,6524,28386,1028,2,1,200,1,0,0,0,3,0,0,1,0,0,0,0
36,3600,11587,5226,28912,1101,11599,6517,28385,1030,2,1,200,1,0,0,0,4,0,0,1,0,0,0,0
37,3700,11618,5314,28918,1093,11601,6524,28387,1030,2,1,200,1,0,0,0,5,0,0,1,1,1,40,0
38,3800,11625,5371,28898,1094,11603,6549,28385,1030,2,1,200,1,0,0,0,5,0,0,1,1,1,40,0
39,3900,11615,5387,28880,1082,11609,6564,28386,1028,2,1,200,1,0,0,0,5,0,0,1,1,1,40,0
40,4000,11621,5307,28900,1105,11609,6258,28512,1043,2,1,200,0,0,0,0,5,0,0,1,1,1,40,0
41,4100,11559,7854,27858,966,11601,6249,28510,1046,2,1,200,0,0,0,0,5,0,0,1,1,1,40,0
42,4200,11632,7688,27909,967,11605,6249,28513,1044,2,1,200,0,0,0,0,5,0,0,1,1,1,40,0
43,4300,11619,7761,27887,961,11609,6238,28520,1046,2,1,200,0,0,0,0,5,0,0,1,1,1,40,0
44,4400,11631,7947,27868,968,11615,6578,28389,1029,2,1,200,1,0,0,0,5,0,0,1,1,1,40,0
45,4500,11651,5315,28942,1108,11619,6578,28392,1031,2,1,200,1,0,0,0,5,0,0,1,1,1,40,0
46,4600,11632,5117,28945,1101,11620,6547,28398,1032,2,1,200,1,0,0,0,5,0,0,1,1,1,40,0
47,4700,11643,5225,28904,1088,11623,6526,28401,1033,2,1,200,1,0,0,0,5,0,0,1,1,1,40,0
48,4800,11602,5289,28901,1076,11621,6524,28401,1029,2,1,200,1,0,0,0,5,0,0,1,1,1,40,0
49,4900,11603,5204,28908,1087,11626,6193,28533,1044,2,1,200,0,0,0,0,5,0,0,1,0,0,0,0
50,5000,11626,7691,27902,947,11625,6193,28532,1042,2,1,200,0,0,0,0,6,0,1,1,1,1,40,1
51,5100,11612,7842,27873,963,11625,6203,28530,1042,2,1,200,0,0,0,0,7,0,1,1,1,0,1,0
52,5200,11601,7720,27894,968,11621,6175,28533,1042,2,1,200,0,0,0,0,7,0,1,1,1,1,40,1
53,5300,11644,7960,27885,963,11620,6506,28401,1024,2,1,200,1,0,0,0,8,0,1,1,1,0,1,0
54,5400,11573,5280,28876,1082,11613,6526,28392,1021,2,1,200,1,0,0,0,8,0,1,1,1,1,40,1
55,5500,11593,5275,28931,1092,11606,6532,28396,1022,2,1,200,1,0,0,0,9,0,1,1,1,0,1,0
56,5600,11660,5341,28956,1086,11614,6539,28403,1023,2,1,200,1,0,0,0,9,0,1,1,0,0,0,0
57,5700,11588,5273,28943,1081,11612,6547,28407,1022,2,1,200,1,0,0,0,10,0,1,1,1,1,40,1
58,5800,11657,5275,28932,1085,11616,6245,28536,1040,2,1,200,0,0,0,0,11,0,1,1,1,0,1,0
59,5900,11642,7799,27872,957,11619,6240,28536,1039,2,1,200,0,0,0,0,11,0,1,1,1,1,40,1
60,6000,11634,7984,27862,961,11623,6273,28532,1038,2,1,200,0,0,0,0,12,0,1,1,1,0,1,0
61,6100,11614,7939,27876,982,11620,6270,28531,1040,2,1,200,0,0,0,0,12,0,1,1,1,1,40,1
62,6200,11645,7831,27892,968,11629,6589,28408,1026,2,1,200,1,0,0,0,13,0,1,1,1,0,1,0
63,6300,11657,5352,28909,1080,11637,6599,28405,1025,2,1,200,1,0,0,0,13,0,1,1,1,1,40,1
64,6400,11623,5285,28945,1100,11632,6592,28403,1026,2,1,200,1,0,0,0,14,0,1,1,1,0,1,0
65,6500,11616,5349,28903,1092,11636,6601,28398,1028,2,1,200,1,0,0,0,14,0,1,1,1,1,40,1
66,6600,11606,5251,28890,1089,11629,6598,28393,1028,2,1,200,1,0,0,0,15,0,1,1,1,0,1,0
67,6700,11651,5229,28891,1089,11630,6277,28521,1045,2,1,200,0,0,0,0,15,0,1,1,1,1,40,1
68,6800,11640,7931,27904,955,11631,6270,28526,1044,2,1,200,0,0,0,0,16,0,1,1,1,0,1,0
69,6900,11629,7964,27901,950,11633,6274,28529,1040,2,1,200,0,0,0,0,16,0,1,1,1,1,40,1
70,7000,11652,7846,27884,967,11634,6275,28528,1040,2,1,200,0,0,0,0,17,0,1,1,1,0,1,0
71,7100,11632,7959,27883,948,11631,6601,28400,1023,2,1,200,1,0,0,0,17,0,1,1,1,1,40,1
72,7200,11607,5275,28917,1068,11629,6600,28396,1019,2,1,200,1,0,0,0,18,0,1,1,1,0,1,0
73,7300,11649,5353,28912,1067,11633,6601,28397,1016,2,1,200,1,0,0,0,18,0,1,1,1,1,40,1
74,7400,11633,5269,28911,1094,11636,6603,28400,1017,2,1,200,1,0,0,0,19,0,1,1,1,0,1,0
75,7500,11619,5282,28940,1079,11632,6609,28406,1016,2,1,200,1,0,0,0,19,0,1,1,1,1,40,1
76,7600,11602,5226,28916,1087,11627,6271,28533,1032,2,1,200,0,0,0,0,20,0,1,1,1,0,1,0
77,7700,11630,7971,27909,947,11628,6272,28534,1032,2,1,200,0,0,0,0,20,0,1,1,1,1,40,1
78,7800,11646,7870,27906,968,11627,6275,28536,1032,2,1,200,0,0,0,0,21,0,1,1,1,0,1,0
79,7900,11616,7929,27891,950,11625,6271,28537,1032,2,1,200,0,0,0,0,21,0,1,1,1,1,40,1
80,8000,11640,8016,27932,940,11629,6614,28414,1016,2,1,200,1,0,0,0,22,0,1,1,1,0,1,0
81,8100,11624,5228,28961,1075,11626,6598,28420,1017,2,1,200,1,0,0,0,22,0,1,1,1,1,40,1
82,8200,11662,5166,28940,1076,11629,6586,28424,1015,2,1,200,1,0,0,0,23,0,1,1,1,0,1,0
83,8300,11608,5303,28907,1077,11628,6588,28420,1015,2,1,200,1,0,0,0,23,0,1,1,1,1,40,1
84,8400,11700,5378,28941,1066,11640,6607,28423,1012,2,1,200,1,0,0,0,24,0,1,1,1,0,1,0
85,8500,11644,5187,28901,1083,11642,6259,28547,1029,2,1,200,0,0,0,0,24,0,1,1,1,1,40,1
86,8600,11643,7979,27892,950,11642,6273,28545,1027,2,1,200,0,0,0,0,25,0,1,1,0,0,0,1
87,8700,11668,7953,27872,936,11648,6276,28543,1025,2,1,200,0,0,0,0,26,0,1,1,0,0,0,1
88,8800,11675,7828,27916,939,11653,6252,28541,1025,2,1,200,0,0,0,0,27,0,1,1,1,0,1,0
89,8900,11646,7888,27891,934,11655,6585,28407,1007,2,1,200,1,0,0,0,27,0,1,1,1,1,40,1
90,9000,11603,5306,28897,1081,11648,6602,28402,1008,2,1,200,1,0,0,0,28,0,1,1,1,0,1,0
91,9100,11610,5272,28943,1086,11648,6598,28406,1009,2,1,200,1,0,0,0,28,0,1,1,0,0,0,0
92,9200,11624,5384,28923,1085,11639,6599,28404,1011,2,1,200,1,0,0,0,29,0,1,1,1,1,40,1
93,9300,11683,5232,28942,1063,11644,6605,28409,1009,2,1,200,1,0,0,0,30,0,1,1,1,0,1,0
94,9400,11628,5259,28973,1062,11642,6265,28544,1023,2,1,200,0,0,0,0,30,0,1,1,1,1,40,1
95,9500,11667,8021,27919,925,11642,6273,28550,1021,2,1,200,0,0,0,0,31,0,1,1,1,0,1,0
96,9600,11636,8004,27926,929,11637,6295,28551,1020,2,1,200,0,0,0,0,31,0,1,1,1,1,40,1
97,9700,11662,8070,27939,929,11639,6318,28557,1020,2,1,200,0,0,0,0,32,0,1,1,1,0,1,0
98,9800,11644,7942,27896,930,11644,6648,28432,1001,2,1,200,1,0,0,0,32,0,1,1,1,1,40,1
99,9900,11618,5364,28919,1077,11645,6659,28429,1000,2,1,200,1,0,0,0,33,0,1,1,1,0,1,0
100,10000,11644,5324,28912,1057,11647,6652,28428,996,2,1,200,1,0,0,0,33,0,0,1,1,1,40,0
101,10100,11640,5412,28963,1077,11642,6674,28430,998,2,1,200,1,0,0,0,33,0,0,1,1,1,40,0
102,10200,11635,5501,28908,1063,11643,6704,28422,998,2,1,200,1,0,0,0,33,0,0,1,1,1,40,0
103,10300,11676,5270,28906,1062,11644,6360,28546,1015,2,1,200,0,0,0,0,33,0,0,1,1,1,40,0
104,10400,11682,7878,27890,924,11650,6345,28541,1014,2,1,200,0,0,0,0,33,0,0,1,1,1,40,0
105,10500,11672,7926,27895,950,11651,6327,28536,1017,2,1,200,0,0,0,0,33,0,0,1,1,1,40,0
106,10600,11608,7861,27943,930,11646,6317,28542,1017,2,1,200,0,0,0,0,33,0,0,1,1,1,40,0
107,10700,11657,7821,27885,935,11651,6624,28412,999,2,1,200,1,0,0,0,33,0,0,1,0,0,0,0
108,10800,11686,5435,28960,1067,11657,6638,28418,1001,2,1,200,1,0,0,0,34,0,0,1,1,1,40,0
109,10900,11642,5225,28928,1060,11657,6614,28414,998,2,1,200,1,0,0,0,34,0,0,1,1,1,40,0
110,11000,11635,5444,28918,1060,11657,6607,28415,998,2,1,200,1,0,0,0,34,0,0,1,1,1,40,0
111,11100,11722,5252,28928,1059,11663,6605,28418,998,2,1,200,1,0,0,0,34,0,0,1,1,1,40,0
112,11200,11691,5405,28923,1072,11664,6296,28547,1016,2,1,200,0,0,0,0,34,0,0,1,1,1,40,0
113,11300,11633,7807,27895,945,11659,6281,28547,1016,2,1,200,0,0,0,0,34,0,0,1,1,1,40,0
114,11400,11579,7988,27931,935,11655,6297,28546,1016,2,1,200,0,0,0,0,34,0,0,1,0,0,0,0
115,11500,11654,7984,27922,939,11655,6317,28550,1017,2,1,200,0,0,0,0,35,0,0,1,0,0,0,0
116,11600,11640,8024,27903,941,11649,6641,28418,1001,2,1,200,1,0,0,0,36,0,0,1,1,1,40,0
117,11700,11662,5384,28951,1075,11652,6661,28421,1003,2,1,200,1,0,0,0,36,0,0,1,1,1,40,0
118,11800,11663,5269,28959,1069,11655,6639,28426,1004,2,1,200,1,0,0,0,36,0,0,1,1,1,40,0
119,11900,11702,5309,28929,1084,11653,6646,28426,1007,2,1,200,1,0,0,0,36,0,0,1,1,1,40,0
120,12000,11673,5356,28909,1073,11650,6640,28424,1007,2,1,200,1,0,0,0,36,0,0,1,0,0,0,0
121,12100,11638,5369,28906,1060,11651,6335,28551,1022,2,1,200,0,0,0,0,37,0,0,1,1,1,40,0
122,12200,11667,8017,27917,924,11662,6339,28549,1020,2,1,200,0,0,0,0,37,0,0,1,1,1,40,0
123,12300,11720,7922,27888,943,11670,6331,28545,1021,2,1,200,0,0,0,0,37,0,0,1,1,1,40,0
124,12400,11688,8086,27935,935,11676,6339,28549,1020,2,1,200,0,0,0,0,37,0,0,1,1,1,40,0
125,12500,11660,7992,27923,949,11676,6665,28420,1004,2,1,200,1,0,0,0,37,0,0,1,1,1,40,0
126,12600,11644,5339,29001,1081,11674,6673,28426,1006,2,1,200,1,0,0,0,37,0,0,1,1,1,40,0
127,12700,11658,5321,28919,1064,11668,6675,28424,1003,2,1,200,1,0,0,0,37,0,0,1,1,1,40,0
128,12800,11583,5278,28907,1072,11657,6665,28424,1003,2,1,200,1,0,0,0,37,0,0,1,1,1,40,0
129,12900,11693,5376,28908,1057,11664,6666,28424,1003,2,1,200,1,0,0,0,37,0,0,1,1,1,40,0
130,13000,11691,5383,28938,1060,11667,6337,28552,1020,2,1,200,0,0,0,0,37,0,0,1,1,1,40,0
131,13100,11694,7929,27890,954,11663,6338,28552,1021,2,1,200,0,0,0,0,37,0,0,1,1,1,40,0
132,13200,11675,7911,27918,940,11662,6316,28550,1022,2,1,200,0,0,0,0,37,0,0,1,0,0,0,0
133,13300,11643,7962,27893,941,11660,6312,28546,1021,2,1,200,0,0,0,0,38,0,0,1,1,1,40,0
134,13400,11704,7922,27950,954,11667,6635,28415,1005,2,1,200,1,0,0,0,38,0,0,1,1,1,40,0
135,13500,11657,5237,28935,1068,11667,6624,28417,1005,2,1,200,1,0,0,0,38,0,0,1,1,1,40,0
136,13600,11665,5284,28950,1076,11677,6625,28422,1006,2,1,200,1,0,0,0,38,0,0,1,1,1,40,0
137,13700,11665,5375,28910,1065,11674,6625,28423,1007,2,1,200,1,0,0,0,38,0,0,1,1,1,40,0
138,13800,11680,5318,28916,1071,11672,6617,28420,1008,2,1,200,1,0,0,0,38,0,0,1,1,1,40,0
139,13900,11631,5359,28903,1077,11665,6296,28546,1024,2,1,200,0,0,0,0,38,0,0,1,1,1,40,0
140,14000,11661,7876,27885,946,11663,6291,28542,1024,2,1,200,0,0,0,0,38,0,0,1,1,1,40,0
141,14100,11683,8117,27885,933,11668,6311,28541,1023,2,1,200,0,0,0,0,38,0,0,1,1,1,40,0
142,14200,11699,7847,27910,945,11667,6301,28536,1022,2,1,200,0,0,0,0,38,0,0,1,1,1,40,0
143,14300,11640,7860,27910,958,11665,6629,28408,1008,2,1,200,1,0,0,0,38,0,0,1,1,1,40,0
144,14400,11711,5332,28976,1085,11671,6635,28411,1010,2,1,200,1,0,0,0,38,0,0,1,1,1,40,0
145,14500,11739,5522,28927,1074,11680,6653,28414,1011,2,1,200,1,0,0,0,38,0,0,1,1,1,40,0
146,14600,11678,5422,28924,1071,11680,6666,28415,1011,2,1,200,1,0,0,0,38,0,0,1,0,0,0,0
147,14700,11705,5485,28960,1103,11689,6682,28422,1014,2,1,200,1,0,0,0,39,0,0,1,1,1,40,0
148,14800,11698,5319,28971,1084,11694,6363,28557,1031,2,1,200,0,0,0,0,39,0,0,1,1,1,40,0
149,14900,11671,7995,27860,940,11692,6347,28554,1032,2,1,200,0,0,0,0,39,0,0,1,1,1,40,0
150,15000,11688,7940,27904,951,11691,6359,28554,1033,2,1,200,0,0,0,0,39,0,1,1,1,1,40,1
151,15100,11722,8011,27890,937,11701,6378,28551,1030,2,1,200,0,0,0,0,40,0,1,1,1,0,1,0
152,15200,11714,8060,27911,960,11701,6719,28418,1015,2,1,200,1,0,0,0,40,0,1,1,1,1,40,1
153,15300,11681,5478,28967,1093,11694,6713,28423,1017,2,1,200,1,0,0,0,41,0,1,1,1,0,1,0
154,15400,11635,5430,28950,1082,11689,6714,28426,1018,2,1,200,1,0,0,0,41,0,1,1,1,1,40,1
155,15500,11664,5411,28889,1094,11684,6705,28417,1017,2,1,200,1,0,0,0,42,0,1,1,1,0,1,0
156,15600,11709,5393,28955,1090,11685,6714,28415,1018,2,1,200,1,0,0,0,42,0,1,1,1,1,40,1
157,15700,11691,5321,28954,1094,11688,6380,28552,1037,2,1,200,0,0,0,0,43,0,1,1,1,0,1,0
158,15800,11682,7916,27916,967,11687,6377,28554,1039,2,1,200,0,0,0,0,43,0,1,1,1,1,40,1
159,15900,11686,7924,27889,955,11682,6366,28553,1041,2,1,200,0,0,0,0,44,0,1,1,1,0,1,0
160,16000,11722,8105,27927,941,11683,6372,28555,1039,2,1,200,0,0,0,0,44,0,1,1,1,1,40,1
161,16100,11629,8007,27893,965,11677,6688,28421,1023,2,1,200,1,0,0,0,45,0,1,1,1,0,1,0
162,16200,11638,5438,28962,1075,11677,6689,28423,1022,2,1,200,1,0,0,0,45,0,1,1,1,1,40,1
163,16300,11690,5464,28985,1084,11680,6696,28435,1021,2,1,200,1,0,0,0,46,0,1,1,0,0,0,1
164,16400,11697,5396,28931,1097,11679,6696,28432,1022,2,1,200,1,0,0,0,47,0,1,1,1,0,1,0
165,16500,11688,5383,28881,1077,11679,6704,28423,1020,2,1,200,1,0,0,0,47,0,1,1,1,1,40,1
166,16600,11676,5303,28969,1094,11678,6377,28554,1036,2,1,200,0,0,0,0,48,0,1,1,1,0,1,0
167,16700,11702,8078,27928,956,11680,6396,28559,1036,2,1,200,0,0,0,0,48,0,1,1,1,1,40,1
168,16800,11725,8053,27891,983,11680,6390,28555,1041,2,1,200,0,0,0,0,49,0,1,1,1,0,1,0
169,16900,11680,7897,27921,957,11687,6376,28558,1040,2,1,200,0,0,0,0,49,0,1,1,1,1,40,1
170,17000,11707,8011,27924,948,11695,6698,28428,1024,2,1,200,1,0,0,0,50,0,1,1,1,0,1,0
171,17100,11629,5412,28942,1073,11688,6691,28423,1023,2,1,200,1,0,0,0,50,0,1,1,1,1,40,1
172,17200,11714,5327,28919,1097,11690,6683,28421,1023,2,1,200,1,0,0,0,51,0,1,1,1,0,1,0
173,17300,11727,5468,29000,1091,11695,6693,28436,1024,2,1,200,1,0,0,0,51,0,1,1,1,1,40,1
174,17400,11698,5409,28924,1081,11697,6706,28431,1023,2,1,200,1,0,0,0,52,0,1,1,1,0,1,0
175,17500,11696,5532,28952,1093,11697,6388,28559,1040,2,1,200,0,0,0,0,52,0,1,1,1,1,40,1
176,17600,11725,7842,27918,960,11697,6362,28562,1037,2,1,200,0,0,0,0,53,0,1,1,1,0,1,0
177,17700,11693,7993,27895,967,11698,6374,28559,1038,2,1,200,0,0,0,0,53,0,1,1,1,1,40,1
178,17800,11661,8185,27938,975,11692,6396,28561,1042,2,1,200,0,0,0,0,54,0,1,1,1,0,1,0
179,17900,11708,8081,27910,947,11702,6729,28432,1026,2,1,200,1,0,0,0,54,0,1,1,1,1,40,1
180,18000,11678,5515,28925,1080,11698,6753,28432,1024,2,1,200,1,0,0,0,55,0,1,1,1,0,1,0
181,18100,11684,5404,28985,1105,11692,6745,28430,1026,2,1,200,1,0,0,0,55,0,1,1,1,1,40,1
182,18200,11709,5528,28928,1098,11694,6760,28431,1028,2,1,200,1,0,0,0,56,0,1,1,1,0,1,0
183,18300,11710,5464,28952,1083,11696,6751,28431,1026,2,1,200,1,0,0,0,56,0,1,1,1,1,40,1
184,18400,11626,5408,28939,1096,11683,6447,28559,1043,2,1,200,1,0,0,0,57,0,1,1,0,0,0,1
185,18500,11691,5465,28925,1088,11683,6131,28687,1059,2,1,200,0,0,0,0,58,0,1,1,1,0,1,0
186,18600,11696,8127,27870,969,11687,6124,28679,1058,2,1,200,0,0,0,0,58,0,1,1,1,1,40,1
187,18700,11690,7922,27889,964,11685,6104,28676,1060,2,1,200,0,0,0,0,59,0,1,1,1,0,1,0
188,18800,11638,8003,27880,975,11680,6415,28546,1047,2,1,200,1,0,0,0,59,0,1,1,1,1,40,1
189,18900,11669,5293,28929,1094,11678,6401,28539,1045,2,1,200,1,0,0,0,60,0,1,1,1,0,1,0
190,19000,11735,5446,28911,1112,11681,6391,28536,1047,2,1,200,0,0,0,0,60,0,1,1,1,1,40,1
191,19100,11716,7889,27894,959,11682,6694,28404,1032,2,1,200,1,0,0,0,61,0,1,1,1,0,1,0
192,19200,11694,5462,28937,1085,11691,6700,28404,1030,2,1,200,1,0,0,0,61,0,1,1,1,1,40,1
193,19300,11615,5370,28901,1097,11681,6689,28401,1031,2,1,200,1,0,0,0,62,0,1,1,1,0,1,0
194,19400,11728,5489,28893,1079,11685,6359,28529,1045,2,1,200,0,0,0,0,62,0,1,1,1,1,40,1
195,19500,11704,7984,27888,957,11687,6367,28529,1044,2,1,200,0,0,0,0,63,0,1,1,1,0,1,0
196,19600,11732,8014,27900,961,11699,6368,28531,1043,2,1,200,0,0,0,0,63,0,1,1,1,1,40,1
197,19700,11660,8053,27916,954,11698,6713,28405,1025,2,1,200,1,0,0,0,64,0,1,1,1,0,1,0
198,19800,11662,5357,28909,1087,11688,6702,28404,1022,2,1,200,1,0,0,0,64,0,1,1,1,1,40,1
199,19900,11714,5387,28934,1093,11688,6389,28534,1039,2,1,200,0,0,0,0,65,0,1,1,1,0,1,0
200,20000,11692,7941,27897,952,11688,6699,28404,1022,2,1,200,1,0,0,0,65,0,0,1,1,1,40,0
201,20100,11704,5448,28905,1093,11699,6709,28405,1022,2,1,200,1,0,0,0,65,0,0,1,1,1,40,0
202,20200,11693,5417,28927,1087,11695,6700,28409,1023,2,1,200,1,0,0,0,65,0,0,1,1,1,40,0
203,20300,11688,5420,28949,1106,11693,6379,28542,1041,2,1,200,0,0,0,0,65,0,0,1,1,1,40,0
204,20400,11663,8097,27895,975,11684,6390,28541,1043,2,1,200,0,0,0,0,65,0,0,1,1,1,40,0
205,20500,11757,7957,27891,960,11696,6378,28538,1044,2,1,200,0,0,0,0,65,0,0,1,1,1,40,0
206,20600,11701,7887,27910,946,11701,6694,28413,1026,2,1,200,1,0,0,0,65,0,0,1,1,1,40,0
207,20700,11672,5494,28949,1085,11696,6707,28415,1025,2,1,200,1,0,0,0,65,0,0,1,1,1,40,0
208,20800,11694,5389,28939,1089,11696,6388,28545,1042,2,1,200,0,0,0,0,65,0,0,1,0,0,0,0
209,20900,11708,8010,27901,956,11697,6708,28420,1025,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
210,21000,11626,5395,28958,1083,11688,6706,28424,1025,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
211,21100,11742,5491,28937,1071,11695,6715,28422,1020,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
212,21200,11659,5253,28968,1074,11694,6359,28556,1033,2,1,200,0,0,0,0,66,0,0,1,1,1,40,0
213,21300,11695,8014,27913,949,11687,6366,28559,1031,2,1,200,0,0,0,0,66,0,0,1,1,1,40,0
214,21400,11680,8040,27906,966,11684,6385,28558,1034,2,1,200,0,0,0,0,66,0,0,1,1,1,40,0
215,21500,11642,8035,27927,959,11680,6703,28431,1018,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
216,21600,11700,5518,28894,1080,11681,6719,28425,1017,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
217,21700,11619,5412,28931,1076,11670,6394,28554,1032,2,1,200,0,0,0,0,66,0,0,1,1,1,40,0
218,21800,11653,8011,27859,947,11673,6721,28416,1015,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
219,21900,11680,5444,28906,1081,11666,6715,28413,1016,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
220,22000,11694,5566,28918,1093,11670,6755,28406,1018,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
221,22100,11718,5535,28933,1090,11673,6445,28534,1036,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
222,22200,11637,5380,28957,1055,11667,6112,28665,1047,2,1,200,0,0,0,0,66,0,0,1,1,1,40,0
223,22300,11682,7944,27892,933,11672,6101,28661,1044,2,1,200,0,0,0,0,66,0,0,1,1,1,40,0
224,22400,11661,8052,27890,931,11668,6418,28535,1025,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
225,22500,11749,5415,28932,1072,11684,6418,28535,1025,2,1,200,1,0,0,0,66,0,0,1,1,1,40,0
226,22600,11674,5546,28898,1067,11686,6110,28665,1040,2,1,200,0,0,0,0,66,0,0,1,0,0,0,0
227,22700,11723,8003,27884,944,11692,6430,28538,1023,2,1,200,1,0,0,0,67,0,0,1,1,1,40,0
228,22800,11683,5496,28923,1064,11690,6421,28538,1019,2,1,200,1,0,0,0,67,0,0,1,1,1,40,0
229,22900,11699,5510,28895,1060,11688,6418,28533,1015,2,1,200,1,0,0,0,67,0,0,1,1,1,40,0
230,23000,11682,5465,28918,1072,11694,6428,28529,1017,2,1,200,1,0,0,0,67,0,0,1,1,1,40,0
231,23100,11739,5524,28889,1094,11701,6126,28653,1038,2,1,200,0,0,0,0,67,0,0,1,1,1,40,0
232,23200,11726,8120,27903,931,11709,6134,28655,1038,2,1,200,0,0,0,0,67,0,0,1,1,1,40,0
233,23300,11682,7957,27873,949,11701,6452,28522,1022,2,1,200,1,0,0,0,67,0,0,1,1,1,40,0
234,23400,11679,5460,28881,1074,11701,6441,28520,1023,2,1,200,1,0,0,0,67,0,0,1,1,1,40,0
235,23500,11715,5506,28912,1078,11700,6129,28649,1040,2,1,200,0,0,0,0,67,0,0,1,1,1,40,0
236,23600,11691,7909,27876,942,11701,6431,28518,1025,2,1,200,1,0,0,0,67,0,0,1,1,1,40,0
