tick,ts_ms,temp_raw_q88,moist_raw_q88,press_raw_q88,vib_raw_q88,temp_filt_q88,moist_filt_q88,press_filt_q88,vib_filt_q88,fsm_state,heater_en,fan_pwm,valve,alarms_mask,alarm_edge,event_code,fifo_occ,fifo_drops,proto_id,valid,ready,fire,bytes_sent,frame_inflight
1787,178700,11536,5276,28866,1072,11544,6545,28366,1010,2,1,200,1,0,0,0,256,301,1,1,1,0,1,0
1788,178800,11569,5246,28848,1090,11551,6227,28489,1029,2,1,200,0,0,0,0,256,301,1,1,1,1,40,1
1789,178900,11583,7671,27815,946,11549,6210,28486,1030,2,1,200,0,0,0,0,256,302,1,1,1,0,1,0
1790,179000,11564,7686,27852,939,11540,6190,28486,1030,2,1,200,0,0,0,0,256,302,1,1,1,1,40,1
1791,179100,11573,7796,27840,941,11549,6191,28489,1028,2,1,200,0,0,0,0,256,303,1,1,1,0,1,0
1792,179200,11576,7731,27861,944,11557,6490,28355,1012,2,1,200,1,0,0,0,256,303,1,1,1,1,40,1
1793,179300,11586,5235,28893,1096,11567,6484,28362,1012,2,1,200,1,0,0,0,256,304,1,1,1,0,1,0
1794,179400,11566,5166,28862,1080,11569,6475,28354,1013,2,1,200,1,0,0,0,256,304,1,1,1,1,40,1
1795,179500,11560,5143,28888,1079,11572,6459,28357,1014,2,1,200,1,0,0,0,256,305,1,1,1,0,1,0
1796,179600,11532,5104,28891,1089,11567,6441,28362,1014,2,1,200,1,0,0,0,256,305,1,1,1,1,40,1
1797,179700,11561,5281,28887,1074,11564,6142,28496,1030,2,1,200,0,0,0,0,256,306,1,1,1,0,1,0
1798,179800,11568,7736,27863,959,11565,6149,28498,1032,2,1,200,0,0,0,0,256,306,1,1,1,1,40,1
1799,179900,11607,7759,27858,930,11569,6144,28500,1031,2,1,200,0,0,0,0,256,307,1,1,1,0,1,0
1800,180000,11600,7769,27854,945,11572,6149,28499,1031,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1801,180100,11611,7807,27860,976,11575,6470,28370,1016,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1802,180200,11583,5245,28888,1070,11577,6480,28373,1015,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1803,180300,11591,5203,28863,1081,11581,6488,28370,1015,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1804,180400,11538,5257,28845,1077,11582,6507,28364,1014,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1805,180500,11615,5068,28854,1093,11589,6480,28360,1016,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1806,180600,11525,5258,28893,1081,11583,6170,28489,1031,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1807,180700,11576,7812,27860,966,11579,6177,28489,1036,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1808,180800,11629,7536,27893,935,11583,6148,28494,1034,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1809,180900,11527,7748,27889,959,11573,6140,28498,1032,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1810,181000,11539,7890,27838,948,11567,6471,28366,1017,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1811,181100,11575,5183,28864,1072,11565,6469,28367,1016,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1812,181200,11593,5331,28921,1075,11572,6478,28376,1016,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1813,181300,11566,5176,28895,1088,11566,6491,28381,1015,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1814,181400,11586,5115,28898,1074,11573,6473,28382,1014,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1815,181500,11544,5098,28920,1092,11569,6134,28514,1030,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1816,181600,11547,7697,27907,963,11559,6154,28516,1033,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1817,181700,11645,7965,27876,952,11574,6181,28514,1033,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1818,181800,11551,7740,27870,986,11575,6163,28518,1037,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1819,181900,11553,7686,27872,956,11573,6476,28394,1023,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1820,182000,11597,5203,28903,1094,11573,6460,28392,1025,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1821,182100,11583,5178,28920,1082,11575,6460,28395,1024,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1822,182200,11561,5003,28874,1080,11572,6446,28392,1025,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1823,182300,11593,5301,28931,1083,11578,6471,28394,1024,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1824,182400,11599,5292,28936,1080,11585,6171,28522,1039,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1825,182500,11567,7827,27856,960,11575,6153,28520,1040,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1826,182600,11612,7489,27870,956,11583,6122,28520,1036,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1827,182700,11612,7778,27818,964,11590,6133,28513,1037,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1828,182800,11632,7826,27853,960,11594,6461,28382,1020,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1829,182900,11682,5064,28898,1102,11607,6447,28379,1023,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1830,183000,11590,5246,28941,1097,11610,6477,28387,1025,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1831,183100,11617,5155,28921,1095,11613,6459,28386,1026,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1832,183200,11601,5137,28910,1093,11614,6440,28383,1028,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1833,183300,11638,5254,28904,1106,11623,6118,28514,1046,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1834,183400,11534,7591,27890,971,11613,6131,28516,1048,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1835,183500,11617,7827,27869,963,11613,6137,28523,1048,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1836,183600,11605,7805,27886,960,11610,6134,28527,1048,2,1,200,0,0,0,0,256,307,0,1,1,1,40,0
1837,183700,11581,7622,27838,960,11597,6454,28394,1030,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1838,183800,11571,5080,28888,1082,11595,6433,28388,1028,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1839,183900,11611,5143,28949,1092,11594,6432,28391,1028,2,1,200,1,0,0,0,256,307,0,1,1,1,40,0
1840,184000,11606,5066,28915,1079,11595,6423,28392,1026,2,1,200,1,0,0,0,256,307,0,1,0,0,0,0
1841,184100,11647,5216,28919,1102,11596,6418,28394,1026,2,1,200,1,0,0,0,256,308,0,1,1,1,40,0
1842,184200,11570,5060,28959,1095,11601,6102,28527,1041,2,1,200,0,0,0,0,256,308,0,1,1,1,40,0
1843,184300,11623,7669,27884,963,11601,6082,28529,1041,2,1,200,0,0,0,0,256,308,0,1,1,1,40,0
1844,184400,11612,7898,27883,965,11602,6094,28529,1042,2,1,200,0,0,0,0,256,308,0,1,1,1,40,0
1845,184500,11638,7683,27915,950,11609,6101,28539,1041,2,1,200,0,0,0,0,256,308,0,1,1,1,40,0
1846,184600,11673,7859,27863,946,11622,6449,28410,1024,2,1,200,1,0,0,0,256,308,0,1,1,1,40,0
1847,184700,11614,5145,28920,1083,11622,6449,28407,1022,2,1,200,1,0,0,0,256,308,0,1,1,1,40,0
1848,184800,11609,5030,28944,1092,11623,6445,28410,1024,2,1,200,1,0,0,0,256,308,0,1,1,1,40,0
1849,184900,11642,5095,28861,1083,11622,6429,28403,1022,2,1,200,1,0,0,0,256,308,0,1,1,1,40,0
1850,185000,11643,5152,28906,1094,11631,6441,28397,1022,2,1,200,1,0,0,0,256,308,1,1,1,1,40,1
1851,185100,11597,5139,28951,1085,11628,6125,28530,1037,2,1,200,0,0,0,0,256,309,1,1,1,0,1,0
1852,185200,11609,7623,27917,959,11628,6090,28534,1036,2,1,200,0,0,0,0,256,309,1,1,1,1,40,1
1853,185300,11603,7776,27909,961,11623,6102,28533,1037,2,1,200,0,0,0,0,256,310,1,1,1,0,1,0
1854,185400,11628,7754,27867,967,11618,6089,28534,1040,2,1,200,0,0,0,0,256,310,1,1,1,1,40,1
1855,185500,11633,7783,27892,950,11620,6419,28405,1023,2,1,200,1,0,0,0,256,311,1,1,1,0,1,0
1856,185600,11616,5161,28899,1075,11621,6435,28400,1021,2,1,200,1,0,0,0,256,311,1,1,1,1,40,1
1857,185700,11619,5139,28923,1084,11618,6440,28408,1021,2,1,200,1,0,0,0,256,312,1,1,1,0,1,0
1858,185800,11617,5217,28937,1086,11615,6449,28411,1020,2,1,200,1,0,0,0,256,312,1,1,1,1,40,1
1859,185900,11602,4944,28944,1097,11615,6424,28411,1022,2,1,200,1,0,0,0,256,313,1,1,1,0,1,0
1860,186000,11585,5311,28858,1085,11612,6135,28528,1038,2,1,200,0,0,0,0,256,313,1,1,1,1,40,1
1861,186100,11631,7789,27855,949,11616,6137,28521,1036,2,1,200,0,0,0,0,256,314,1,1,1,0,1,0
1862,186200,11673,7753,27889,954,11622,6137,28524,1035,2,1,200,0,0,0,0,256,314,1,1,1,1,40,1
1863,186300,11664,7552,27933,973,11625,6108,28529,1037,2,1,200,0,0,0,0,256,315,1,1,1,0,1,0
1864,186400,11652,7697,27950,960,11630,6425,28411,1023,2,1,200,1,0,0,0,256,315,1,1,1,1,40,1
1865,186500,11588,5107,28898,1087,11626,6421,28408,1023,2,1,200,1,0,0,0,256,316,1,1,1,0,1,0
1866,186600,11640,5276,28867,1094,11629,6428,28399,1024,2,1,200,1,0,0,0,256,316,1,1,1,1,40,1
1867,186700,11630,5133,28911,1104,11632,6452,28395,1025,2,1,200,1,0,0,0,256,317,1,1,1,0,1,0
1868,186800,11657,5171,28890,1081,11641,6434,28399,1025,2,1,200,1,0,0,0,256,317,1,1,1,1,40,1
1869,186900,11642,5219,28955,1078,11643,6113,28536,1041,2,1,200,0,0,0,0,256,318,1,1,0,0,0,1
1870,187000,11687,7801,27902,935,11645,6119,28538,1039,2,1,200,0,0,0,0,256,319,1,1,1,0,1,0
1871,187100,11642,7642,27868,958,11642,6130,28530,1037,2,1,200,0,0,0,0,256,319,1,1,1,1,40,1
1872,187200,11601,7756,27895,955,11635,6138,28523,1036,2,1,200,0,0,0,0,256,320,1,1,1,0,1,0
1873,187300,11636,7799,27908,944,11641,6474,28399,1018,2,1,200,1,0,0,0,256,320,1,1,0,0,0,0
1874,187400,11670,5036,28944,1078,11645,6444,28409,1016,2,1,200,1,0,0,0,256,321,1,1,1,1,40,1
1875,187500,11640,5224,28942,1066,11646,6456,28413,1011,2,1,200,1,0,0,0,256,322,1,1,0,0,0,1
1876,187600,11688,5013,28941,1082,11650,6436,28419,1012,2,1,200,1,0,0,0,256,323,1,1,1,0,1,0
1877,187700,11631,5110,28915,1076,11649,6422,28414,1011,2,1,200,1,0,0,0,256,323,1,1,1,1,40,1
1878,187800,11621,5080,28927,1080,11641,6082,28542,1029,2,1,200,0,0,0,0,256,324,1,1,1,0,1,0
1879,187900,11666,7669,27915,935,11644,6085,28548,1027,2,1,200,0,0,0,0,256,324,1,1,1,1,40,1
1880,188000,11632,7613,27891,940,11648,6068,28547,1025,2,1,200,0,0,0,0,256,325,1,1,1,0,1,0
1881,188100,11668,7663,27947,955,11652,6051,28552,1026,2,1,200,0,0,0,0,256,325,1,1,1,1,40,1
1882,188200,11646,7771,27925,947,11649,6392,28425,1010,2,1,200,0,0,0,0,256,326,1,1,1,0,1,0
1883,188300,11642,7690,27891,943,11649,6701,28294,994,2,1,200,1,0,0,0,256,326,1,1,1,1,40,1
1884,188400,11595,5210,28907,1072,11637,6725,28289,993,2,1,200,1,0,0,0,256,327,1,1,0,0,0,1
1885,188500,11692,5168,28877,1075,11645,6733,28285,993,2,1,200,1,0,0,0,256,328,1,1,1,0,1,0
1886,188600,11670,5226,28920,1068,11651,6751,28284,991,2,1,200,1,0,0,0,256,328,1,1,1,1,40,1
1887,188700,11648,4881,28947,1063,11649,6402,28413,1007,2,1,200,1,0,0,0,256,329,1,1,1,0,1,0
1888,188800,11590,5058,28907,1053,11643,6083,28540,1022,2,1,200,0,0,0,0,256,329,1,1,1,1,40,1
1889,188900,11677,7602,27884,942,11645,6075,28532,1020,2,1,200,0,0,0,0,256,330,1,1,1,0,1,0
1890,189000,11664,7530,27921,955,11647,6045,28531,1021,2,1,200,0,0,0,0,256,330,1,1,1,1,40,1
1891,189100,11616,7672,27900,937,11644,6043,28532,1020,2,1,200,0,0,0,0,256,331,1,1,1,0,1,0
1892,189200,11605,7632,27963,945,11645,6346,28414,1004,2,1,200,0,0,0,0,256,331,1,1,1,1,40,1
1893,189300,11612,7678,27911,937,11635,6659,28294,987,2,1,200,1,0,0,0,256,332,1,1,1,0,1,0
1894,189400,11673,5004,28941,1060,11635,6632,28296,986,2,1,200,1,0,0,0,256,332,1,1,1,1,40,1
1895,189500,11697,5232,28942,1092,11641,6676,28296,990,2,1,200,1,0,0,0,256,333,1,1,1,0,1,0
1896,189600,11641,5088,28910,1072,11648,6679,28296,992,2,1,200,1,0,0,0,256,333,1,1,1,1,40,1
1897,189700,11656,5070,28933,1071,11645,6363,28427,1008,2,1,200,0,0,0,0,256,334,1,1,1,0,1,0
1898,189800,11651,7470,27836,954,11643,6355,28417,1008,2,1,200,0,0,0,0,256,334,1,1,1,1,40,1
1899,189900,11574,7733,27908,930,11638,6363,28418,1007,2,1,200,0,0,0,0,256,335,1,1,1,0,1,0
1900,190000,11632,7706,27900,938,11642,6372,28410,1006,2,1,200,0,0,0,0,256,335,0,1,1,1,40,0
1901,190100,11651,7616,27923,949,11646,6364,28411,1008,2,1,200,0,0,0,0,256,335,0,1,1,1,40,0
1902,190200,11655,7740,27895,947,11644,6706,28280,994,2,1,200,1,0,0,0,256,335,0,1,1,1,40,0
1903,190300,11677,4984,28951,1069,11642,6675,28282,991,2,1,200,1,0,0,0,256,335,0,1,1,1,40,0
1904,190400,11645,5114,28955,1068,11642,6679,28287,990,2,1,200,1,0,0,0,256,335,0,1,1,1,40,0
1905,190500,11677,4984,28911,1057,11645,6668,28284,989,2,1,200,1,0,0,0,256,335,0,1,1,1,40,0
1906,190600,11676,4897,28953,1073,11648,6346,28424,1003,2,1,200,0,0,0,0,256,335,0,1,0,0,0,0
1907,190700,11677,7730,27903,930,11661,6346,28423,1003,2,1,200,0,0,0,0,256,336,0,1,1,1,40,0
1908,190800,11687,7781,27887,933,11668,6355,28422,1003,2,1,200,0,0,0,0,256,336,0,1,1,1,40,0
1909,190900,11692,7864,27942,936,11673,6386,28424,1001,2,1,200,0,0,0,0,256,336,0,1,0,0,0,0
1910,191000,11650,7725,27936,942,11672,6384,28429,1001,2,1,200,0,0,0,0,256,337,0,1,1,1,40,0
1911,191100,11670,7587,27910,948,11671,6710,28299,985,2,1,200,1,0,0,0,256,337,0,1,1,1,40,0
1912,191200,11647,5159,28901,1064,11672,6715,28292,985,2,1,200,1,0,0,0,256,337,0,1,1,1,40,0
1913,191300,11709,5132,28937,1062,11676,6734,28296,986,2,1,200,1,0,0,0,256,337,0,1,1,1,40,0
1914,191400,11640,5048,28944,1066,11671,6753,28295,985,2,1,200,1,0,0,0,256,337,0,1,0,0,0,0
1915,191500,11676,4920,28958,1082,11671,6402,28426,1004,2,1,200,1,0,0,0,256,338,0,1,1,1,40,0
1916,191600,11657,5125,28952,1081,11667,6070,28560,1022,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1917,191700,11660,7730,27937,946,11663,6053,28559,1023,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1918,191800,11677,7574,27922,948,11667,6034,28557,1024,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1919,191900,11639,7535,27904,931,11663,6027,28556,1022,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1920,192000,11668,7581,27896,931,11665,6330,28431,1005,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1921,192100,11654,7732,27882,944,11658,6655,28299,991,2,1,200,1,0,0,0,256,338,0,1,1,1,40,0
1922,192200,11651,4924,28960,1066,11660,6640,28301,991,2,1,200,1,0,0,0,256,338,0,1,1,1,40,0
1923,192300,11696,5101,28983,1063,11662,6662,28304,988,2,1,200,1,0,0,0,256,338,0,1,1,1,40,0
1924,192400,11690,4922,28943,1064,11666,6637,28303,986,2,1,200,1,0,0,0,256,338,0,1,1,1,40,0
1925,192500,11649,5107,28934,1086,11665,6309,28428,1004,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1926,192600,11701,7606,27918,927,11668,6313,28427,1001,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1927,192700,11714,7659,27927,941,11677,6329,28430,1002,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1928,192800,11705,7661,27858,954,11682,6339,28425,1005,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1929,192900,11683,7628,27935,936,11686,6326,28432,1004,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1930,193000,11667,7658,27900,924,11688,6667,28299,986,2,1,200,1,0,0,0,256,338,0,1,1,1,40,0
1931,193100,11722,4980,28941,1065,11691,6652,28294,987,2,1,200,1,0,0,0,256,338,0,1,1,1,40,0
1932,193200,11655,5076,28904,1061,11687,6671,28289,986,2,1,200,1,0,0,0,256,338,0,1,1,1,40,0
1933,193300,11686,4984,28921,1066,11691,6656,28288,984,2,1,200,1,0,0,0,256,338,0,1,1,1,40,0
1934,193400,11673,5129,28944,1067,11688,6346,28416,1001,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1935,193500,11650,7580,27916,932,11680,6337,28414,1000,2,1,200,0,0,0,0,256,338,0,1,1,1,40,0
1936,193600,11647,7436,27919,941,11672,6308,28422,999,2,1,200,0,0,0,0,256,338,0,1,0,0,0,0
1937,193700,11660,7635,27938,930,11670,6309,28422,998,2,1,200,0,0,0,0,256,339,0,1,1,1,40,0
1938,193800,11676,7488,27916,951,11671,6288,28424,1001,2,1,200,0,0,0,0,256,339,0,1,0,0,0,0
1939,193900,11650,7618,27901,929,11662,6618,28294,984,2,1,200,1,0,0,0,256,340,0,1,1,1,40,0
1940,194000,11627,5129,28923,1083,11658,6624,28297,987,2,1,200,1,0,0,0,256,340,0,1,1,1,40,0
1941,194100,11634,5044,28957,1079,11652,6632,28301,989,2,1,200,1,0,0,0,256,340,0,1,1,1,40,0
1942,194200,11689,4943,28954,1067,11654,6609,28303,989,2,1,200,1,0,0,0,256,340,0,1,1,1,40,0
1943,194300,11704,5190,28953,1069,11660,6310,28432,1006,2,1,200,0,0,0,0,256,340,0,1,1,1,40,0
1944,194400,11692,7692,27892,937,11666,6342,28429,1005,2,1,200,0,0,0,0,256,340,0,1,1,1,40,0
1945,194500,11652,7667,27893,973,11665,6346,28423,1011,2,1,200,0,0,0,0,256,340,0,1,1,1,40,0
1946,194600,11692,7651,27918,945,11667,6366,28423,1010,2,1,200,0,0,0,0,256,340,0,1,1,1,40,0
1947,194700,11693,7407,27887,939,11672,6340,28422,1011,2,1,200,0,0,0,0,256,340,0,1,1,1,40,0
1948,194800,11592,7577,27910,938,11668,6646,28295,993,2,1,200,1,0,0,0,256,340,0,1,1,1,40,0
1949,194900,11664,5063,28974,1079,11672,6648,28297,993,2,1,200,1,0,0,0,256,340,0,1,1,1,40,0
1950,195000,11659,5116,28965,1091,11668,6670,28299,996,2,1,200,1,0,0,0,256,340,1,1,1,1,40,1
1951,195100,11693,5281,28917,1099,11667,6681,28294,1000,2,1,200,1,0,0,0,256,341,1,1,1,0,1,0
1952,195200,11655,5002,28959,1066,11662,6345,28427,1016,2,1,200,0,0,0,0,256,341,1,1,1,1,40,1
1953,195300,11710,7496,27933,953,11669,6324,28432,1013,2,1,200,0,0,0,0,256,342,1,1,1,0,1,0
1954,195400,11696,7783,27915,962,11670,6340,28432,1015,2,1,200,0,0,0,0,256,342,1,1,1,1,40,1
1955,195500,11664,7615,27914,965,11666,6366,28435,1019,2,1,200,0,0,0,0,256,343,1,1,1,0,1,0
1956,195600,11727,7646,27878,948,11683,6375,28431,1020,2,1,200,0,0,0,0,256,343,1,1,1,1,40,1
1957,195700,11733,7646,27959,960,11692,6698,28305,1005,2,1,200,1,0,0,0,256,344,1,1,1,0,1,0
1958,195800,11731,5038,28912,1090,11701,6688,28298,1005,2,1,200,1,0,0,0,256,344,1,1,1,1,40,1
1959,195900,11656,5129,28948,1087,11696,6669,28302,1003,2,1,200,1,0,0,0,256,345,1,1,1,0,1,0
1960,196000,11747,4986,28944,1084,11708,6667,28300,1006,2,1,200,1,0,0,0,256,345,1,1,1,1,40,1
1961,196100,11692,5041,28938,1105,11705,6360,28426,1025,2,1,200,0,0,0,0,256,346,1,1,1,0,1,0
1962,196200,11654,7763,27928,943,11700,6358,28427,1022,2,1,200,0,0,0,0,256,346,1,1,1,1,40,1
1963,196300,11717,7627,27900,956,11707,6359,28425,1021,2,1,200,0,0,0,0,256,347,1,1,1,0,1,0
1964,196400,11671,7409,27908,966,11700,6329,28429,1023,2,1,200,0,0,0,0,256,347,1,1,1,1,40,1
1965,196500,11737,7592,27884,969,11700,6323,28420,1025,2,1,200,0,0,0,0,256,348,1,1,1,0,1,0
1966,196600,11663,7632,27886,936,11692,6647,28292,1005,2,1,200,1,0,0,0,256,348,1,1,1,1,40,1
1967,196700,11648,4927,28923,1086,11691,6622,28288,1005,2,1,200,1,0,0,0,256,349,1,1,1,0,1,0
1968,196800,11705,4888,28978,1084,11685,6609,28293,1005,2,1,200,1,0,0,0,256,349,1,1,0,0,0,0
1969,196900,11696,5039,28959,1105,11686,6609,28295,1005,2,1,200,1,0,0,0,256,350,1,1,1,1,40,1
1970,197000,11694,5064,28939,1095,11691,6272,28422,1024,2,1,200,0,0,0,0,256,351,1,1,0,0,0,1
1971,197100,11695,7497,27894,940,11688,6256,28421,1022,2,1,200,0,0,0,0,256,352,1,1,1,0,1,0
1972,197200,11662,7556,27907,955,11687,6274,28421,1021,2,1,200,0,0,0,0,256,352,1,1,1,1,40,1
1973,197300,11677,7556,27951,969,11680,6269,28429,1021,2,1,200,0,0,0,0,256,353,1,1,1,0,1,0
1974,197400,11677,7593,27963,966,11681,6265,28439,1025,2,1,200,0,0,0,0,256,353,1,1,1,1,40,1
1975,197500,11708,7639,27913,983,11689,6604,28313,1012,2,1,200,1,0,0,0,256,354,1,1,1,0,1,0
1976,197600,11712,5114,28952,1107,11690,6632,28309,1015,2,1,200,1,0,0,0,256,354,1,1,1,1,40,1
1977,197700,11634,5084,28963,1069,11682,6637,28310,1010,2,1,200,1,0,0,0,256,355,1,1,1,0,1,0
1978,197800,11682,5153,28926,1075,11680,6649,28308,1008,2,1,200,1,0,0,0,256,355,1,1,1,1,40,1
1979,197900,11659,4998,28956,1086,11676,6336,28441,1026,2,1,200,0,0,0,0,256,356,1,1,1,0,1,0
1980,198000,11687,7587,27918,973,11679,6340,28442,1028,2,1,200,0,0,0,0,256,356,1,1,1,1,40,1
1981,198100,11745,7564,27929,944,11688,6341,28440,1025,2,1,200,0,0,0,0,256,357,1,1,1,0,1,0
1982,198200,11710,7586,27918,950,11692,6340,28434,1023,2,1,200,0,0,0,0,256,357,1,1,1,1,40,1
1983,198300,11716,7561,27899,950,11693,6330,28432,1019,2,1,200,0,0,0,0,256,358,1,1,1,0,1,0
1984,198400,11733,7546,27842,966,11695,6634,28293,1001,2,1,200,1,0,0,0,256,358,1,1,1,1,40,1
1985,198500,11696,5051,28956,1106,11703,6630,28293,1006,2,1,200,1,0,0,0,256,359,1,1,1,0,1,0
1986,198600,11733,4966,28945,1091,11709,6607,28295,1008,2,1,200,1,0,0,0,256,359,1,1,1,1,40,1
1987,198700,11636,4979,28921,1079,11707,6605,28291,1007,2,1,200,1,0,0,0,256,360,1,1,1,0,1,0
1988,198800,11646,4986,28913,1088,11701,6279,28415,1021,2,1,200,0,0,0,0,256,360,1,1,1,1,40,1
1989,198900,11701,7519,27894,957,11696,6274,28411,1023,2,1,200,0,0,0,0,256,361,1,1,1,0,1,0
1990,199000,11711,7572,27923,963,11696,6272,28411,1025,2,1,200,0,0,0,0,256,361,1,1,1,1,40,1
1991,199100,11743,7755,27919,962,11699,6296,28414,1026,2,1,200,0,0,0,0,256,362,1,1,1,0,1,0
1992,199200,11696,7507,27954,968,11695,6291,28428,1026,2,1,200,0,0,0,0,256,362,1,1,1,1,40,1
1993,199300,11731,7476,27903,962,11699,6595,28296,1008,2,1,200,1,0,0,0,256,363,1,1,1,0,1,0
1994,199400,11679,4985,28912,1091,11692,6597,28292,1008,2,1,200,1,0,0,0,256,363,1,1,1,1,40,1
1995,199500,11618,4875,28904,1093,11690,6584,28290,1010,2,1,200,1,0,0,0,256,364,1,1,1,0,1,0
1996,199600,11717,5021,28924,1083,11699,6588,28291,1009,2,1,200,1,0,0,0,256,364,1,1,1,1,40,1
1997,199700,11753,5030,28915,1092,11706,6277,28419,1026,2,1,200,0,0,0,0,256,365,1,1,1,0,1,0
1998,199800,11753,7489,27903,973,11711,6267,28416,1028,2,1,200,0,0,0,0,256,365,1,1,1,1,40,1
1999,199900,11692,7451,27933,956,11704,6229,28418,1027,2,1,200,0,0,0,0,256,366,1,1,1,0,1,0
2000,200000,11699,7526,27926,960,11705,6231,28415,1026,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2001,200100,11714,7605,27908,950,11703,6247,28415,1024,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2002,200200,11751,7482,27908,951,11712,6559,28290,1007,2,1,200,1,0,0,0,256,366,0,1,1,1,40,0
2003,200300,11721,5041,28943,1098,11725,6580,28295,1007,2,1,200,1,0,0,0,256,366,0,1,1,1,40,0
2004,200400,11728,4985,28917,1080,11726,6576,28294,1007,2,1,200,1,0,0,0,256,366,0,1,1,1,40,0
2005,200500,11732,4983,28911,1095,11723,6570,28293,1007,2,1,200,1,0,0,0,256,366,0,1,1,1,40,0
2006,200600,11701,4883,28969,1094,11717,6244,28426,1023,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2007,200700,11694,7653,27920,992,11717,6269,28425,1027,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2008,200800,11647,7606,27865,962,11711,6279,28417,1027,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2009,200900,11750,7689,27899,954,11715,6290,28416,1028,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2010,201000,11710,7568,27914,960,11710,6301,28417,1029,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2011,201100,11746,7497,27904,973,11713,6608,28287,1013,2,1,200,1,0,0,0,256,366,0,1,1,1,40,0
2012,201200,11732,4953,28943,1085,11714,6604,28290,1014,2,1,200,1,0,0,0,256,366,0,1,1,1,40,0
2013,201300,11701,4973,28918,1098,11710,6602,28291,1014,2,1,200,1,0,0,0,256,366,0,1,1,1,40,0
2014,201400,11741,5048,28918,1082,11715,6623,28285,1013,2,1,200,1,0,0,0,256,366,0,1,1,1,40,0
2015,201500,11753,4947,28911,1098,11722,6285,28409,1026,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2016,201600,11653,7451,27910,955,11723,6265,28414,1025,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2017,201700,11681,7676,27957,962,11714,6264,28421,1026,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2018,201800,11690,7513,27873,949,11712,6257,28416,1025,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
2019,201900,11695,7684,27937,965,11705,6280,28420,1024,2,1,200,0,0,0,0,256,366,0,1,1,1,40,0
