ts_s,temp_C_raw,temp_C_filt,moist_pct_raw,moist_pct_filt,press_kPa_raw,press_kPa_filt,vib_raw,vib_filt,fsm_state,heater_en,fan_pwm,valve,alarms_mask,fifo_occ
62.1,49.46484375,49.85546875,20.9453125,25.37890625,112.91015625,110.859375,4.203125,3.9921875,2,1,200,1,0x0000,184
62.2,49.12109375,49.71484375,20.4609375,25.40234375,112.9609375,110.85546875,4.203125,3.98046875,2,1,200,1,0x0000,184
62.3,49.2734375,49.6015625,20.13671875,25.39453125,112.71875,110.8359375,4.2421875,3.984375,2,1,200,1,0x0000,184
62.4,49.015625,49.44140625,20.1875,24.16796875,112.875,111.3359375,4.25,4.05078125,2,1,200,0,0x0000,184
62.5,49.234375,49.34375,30.37890625,24.17578125,109.00390625,111.359375,3.734375,4.05078125,2,1,200,0,0x0000,184
62.6,48.80078125,49.25390625,30.4765625,25.41015625,108.9921875,110.88671875,3.71484375,3.98046875,2,1,200,1,0x0000,184
62.7,48.76171875,49.18359375,20.1796875,24.16796875,112.85546875,111.3828125,4.3203125,4.05078125,2,1,200,0,0x0000,184
62.8,48.6484375,49.0390625,30.60546875,24.16796875,109.04296875,111.41796875,3.76953125,4.0546875,2,1,200,0,0x0000,185
62.9,48.67578125,48.94140625,29.6796875,25.26171875,108.98828125,110.9296875,3.8359375,4.0078125,2,1,200,1,0x0000,185
63.0,48.4453125,48.85546875,19.875,25.1875,112.87109375,110.91796875,4.234375,4.01171875,2,1,200,1,0x0000,185
63.1,48.19921875,48.72265625,20.21875,25.19921875,112.87890625,110.9375,4.29296875,4.015625,2,1,200,1,0x0000,185
63.2,48.40234375,48.64453125,19.89453125,25.16015625,112.85546875,110.93359375,4.1875,4.0078125,2,1,200,1,0x0000,185
63.3,48.08203125,48.5,20.6484375,23.9453125,112.921875,111.42578125,4.26171875,4.07421875,2,1,200,0,0x0000,186
63.4,48.0546875,48.40625,30.1640625,23.90625,108.9375,111.41796875,3.78125,4.08203125,2,1,200,0,0x0000,186
63.5,48.02734375,48.31640625,30.37109375,25.1796875,108.828125,110.9140625,3.75,4.01171875,2,1,200,1,0x0000,186
63.6,47.91796875,48.22265625,20.3046875,23.89453125,112.98046875,111.40625,4.24609375,4.0703125,2,1,200,0,0x0000,186
63.7,47.95703125,48.1328125,30.27734375,23.96875,108.796875,111.3828125,3.7734375,4.0625,2,1,200,0,0x0000,186
63.8,47.76953125,48.05078125,30.9453125,25.3515625,109.03125,110.90234375,3.75,4.00390625,2,1,200,1,0x0000,186
63.9,47.97265625,48.01953125,20.18359375,25.34765625,113.0078125,110.91796875,4.2578125,4.0,2,1,200,1,0x0000,187
64.0,47.75390625,47.94140625,19.9296875,25.3515625,112.80078125,110.91015625,4.2265625,4.00390625,2,1,200,1,0x0000,187
64.1,47.72265625,47.89453125,20.01171875,25.2734375,112.85546875,110.90234375,4.26953125,4.00390625,2,1,200,1,0x0000,187
64.2,47.5390625,47.83203125,20.3046875,24.0390625,112.9609375,111.40625,4.25,4.0625,2,1,200,0,0x0000,187
64.3,47.44921875,47.7578125,30.48828125,24.0546875,108.921875,111.41796875,3.7578125,4.06640625,2,1,200,0,0x0000,188
64.4,47.3125,47.68359375,29.921875,25.2578125,109.06640625,110.9296875,3.77734375,4.0078125,2,1,200,1,0x0000,189
64.5,47.125,47.578125,20.16015625,23.9921875,112.89453125,111.44140625,4.25390625,4.06640625,2,1,200,0,0x0000,189
64.6,47.0859375,47.4921875,30.34765625,23.91796875,108.9453125,111.4296875,3.73046875,4.0625,2,1,200,0,0x0000,189
64.7,46.9765625,47.3671875,30.37890625,25.19140625,109.02734375,110.93359375,3.76171875,4.0,2,1,200,1,0x0000,189
64.8,46.83203125,47.25390625,19.578125,25.1484375,112.9609375,110.953125,4.30078125,4.01171875,2,1,200,1,0x0000,189
64.9,46.9765625,47.16015625,19.94140625,25.13671875,112.953125,110.96484375,4.25390625,4.0078125,2,1,200,1,0x0000,189
65.0,46.98828125,47.08984375,19.76171875,25.0703125,112.80859375,110.9453125,4.2109375,4.00390625,2,1,200,1,0x0000,189
65.1,46.796875,47.01171875,20.4140625,23.8125,112.9609375,111.44921875,4.18359375,4.05859375,2,1,200,0,0x0000,190
65.2,46.875,46.95703125,29.62890625,23.7734375,108.9296875,111.43359375,3.7578125,4.0546875,2,1,200,0,0x0000,190
65.3,46.828125,46.91796875,29.953125,25.0,108.9296875,110.9375,3.6796875,3.984375,2,1,200,0,0x0000,191
65.4,46.73046875,46.875,30.90625,25.0703125,108.921875,110.93359375,3.703125,3.98046875,2,1,200,1,0x0000,191
65.5,46.625,46.828125,20.05859375,23.77734375,112.828125,111.41015625,4.26171875,4.04296875,2,1,200,0,0x0000,192
65.6,46.38671875,46.7734375,30.453125,25.13671875,108.8828125,110.8984375,3.6875,3.96484375,2,1,200,1,0x0000,192
65.7,46.796875,46.75,20.078125,25.15625,113.0,110.90625,4.203125,3.9609375,2,1,200,1,0x0000,193
65.8,46.51171875,46.69140625,20.3046875,25.22265625,112.90234375,110.91796875,4.32421875,3.97265625,2,1,200,1,0x0000,193
65.9,46.6328125,46.671875,19.83984375,25.15234375,112.80078125,110.8984375,4.22265625,3.9765625,2,1,200,1,0x0000,194
66.0,46.33203125,46.60546875,20.30078125,23.984375,112.9453125,111.3984375,4.21875,4.03515625,2,1,200,0,0x0000,194
66.1,46.3515625,46.54296875,30.15625,24.01171875,108.984375,111.40625,3.67578125,4.03515625,2,1,200,0,0x0000,195
66.2,46.27734375,46.48828125,29.93359375,23.890625,109.046875,111.421875,3.75390625,4.04296875,2,1,200,0,0x0000,195
66.3,46.33203125,46.44921875,30.23828125,25.16015625,108.98828125,110.94140625,3.71484375,3.97265625,2,1,200,1,0x0000,196
66.4,46.2578125,46.43359375,20.44921875,23.91015625,112.9375,111.44921875,4.265625,4.046875,2,1,200,0,0x0000,196
66.5,46.35546875,46.37890625,29.63671875,25.10546875,108.87890625,110.93359375,3.71875,3.984375,2,1,200,1,0x0000,197
66.6,46.24609375,46.34765625,20.078125,25.078125,112.84765625,110.92578125,4.22265625,3.97265625,2,1,200,1,0x0000,197
66.7,46.26953125,46.30078125,19.51953125,25.0390625,113.0703125,110.9609375,4.24609375,3.9765625,2,1,200,1,0x0000,198
66.8,46.1875,46.28125,19.75,24.96875,113.015625,110.96875,4.19921875,3.97265625,2,1,200,0,0x0000,198
66.9,46.2578125,46.26953125,30.0859375,24.9609375,109.04296875,110.9765625,3.75390625,3.984375,2,1,200,0,0x0000,199
67.0,46.08203125,46.24609375,30.21875,24.99609375,108.921875,110.9609375,3.6796875,3.97265625,2,1,200,0,0x0000,199
67.1,46.25,46.23828125,30.390625,25.015625,108.890625,110.94921875,3.6875,3.96875,2,1,200,1,0x0000,200
67.2,46.09375,46.21484375,19.9453125,24.953125,112.921875,110.9453125,4.2265625,3.96484375,2,1,200,0,0x0000,200
67.3,45.9609375,46.16796875,30.23046875,25.02734375,109.046875,110.96875,3.66015625,3.95703125,2,1,200,1,0x0000,201
67.4,46.06640625,46.14453125,19.76171875,24.984375,113.1171875,111.0,4.14453125,3.94921875,2,1,200,0,0x0000,201
67.5,45.77734375,46.08203125,30.25,26.328125,109.00390625,110.4921875,3.71484375,3.8828125,2,1,200,1,0x0000,202
67.6,45.9609375,46.0546875,20.50390625,26.421875,112.9921875,110.4921875,4.27734375,3.890625,2,1,200,1,0x0000,202
67.7,45.52734375,45.96484375,19.41015625,25.0859375,112.94140625,110.9765625,4.26171875,3.953125,2,1,200,1,0x0000,203
67.8,45.984375,45.94921875,19.96484375,23.8046875,112.93359375,111.48046875,4.23828125,4.0234375,2,1,200,0,0x0000,203
67.9,45.66015625,45.87890625,30.07421875,23.765625,109.03125,111.49609375,3.73046875,4.03125,2,1,200,0,0x0000,204
68.0,45.7890625,45.83984375,29.796875,24.99609375,109.0,111.0078125,3.69140625,3.96484375,2,1,200,0,0x0000,204
68.1,45.859375,45.828125,29.97265625,24.96484375,108.91015625,110.98828125,3.6640625,3.96484375,2,1,200,0,0x0000,205
68.2,45.8203125,45.796875,30.09765625,26.2578125,109.02734375,110.4765625,3.66015625,3.90234375,2,1,200,1,0x0000,205
68.3,45.71484375,45.7890625,19.3984375,24.90234375,112.96875,110.97265625,4.2265625,3.96875,2,1,200,0,0x0000,206
68.4,45.6015625,45.7421875,29.74609375,26.0546875,109.015625,110.4765625,3.69921875,3.89453125,2,1,200,1,0x0000,206
68.5,45.80078125,45.77734375,19.671875,26.08984375,112.9609375,110.48046875,4.17578125,3.8828125,2,1,200,1,0x0000,207
68.6,45.34765625,45.69921875,20.28125,26.12890625,112.9375,110.48046875,4.19140625,3.87890625,2,1,200,1,0x0000,207
68.7,45.33984375,45.65625,19.53125,24.80859375,112.80859375,110.953125,4.1953125,3.9375,2,1,200,0,0x0000,208
68.8,45.5390625,45.625,29.6484375,24.79296875,109.21875,110.98046875,3.76171875,3.9453125,2,1,200,0,0x0000,208
68.9,45.4375,45.57421875,29.65625,24.75390625,109.0546875,110.99609375,3.66015625,3.9453125,2,1,200,0,0x0000,209
69.0,45.74609375,45.5625,29.69140625,24.703125,108.91015625,110.984375,3.63671875,3.94140625,2,1,200,0,0x0000,209
69.1,45.40234375,45.5234375,30.16015625,26.046875,108.99609375,110.484375,3.64453125,3.8671875,2,1,200,1,0x0000,210
69.2,45.3984375,45.5,20.19140625,24.8515625,112.9765625,110.98046875,4.1484375,3.92578125,2,1,200,0,0x0000,210
69.3,45.43359375,45.453125,29.8671875,26.125,109.1875,110.5078125,3.62109375,3.85546875,2,1,200,1,0x0000,211
69.4,45.39453125,45.4609375,20.1875,26.11328125,113.0859375,110.52734375,4.140625,3.84765625,2,1,200,1,0x0000,212
69.5,45.2578125,45.44921875,19.7265625,26.140625,112.86328125,110.53515625,4.16796875,3.84765625,2,1,200,1,0x0000,213
69.6,45.296875,45.41796875,19.921875,24.921875,112.953125,111.0,4.17578125,3.8984375,2,1,200,0,0x0000,213
69.7,45.3515625,45.41015625,30.19140625,24.9921875,108.9375,110.98828125,3.68359375,3.90234375,2,1,200,0,0x0000,214
69.8,45.5,45.37890625,29.28125,24.9375,109.0390625,111.00390625,3.71484375,3.91015625,2,1,200,0,0x0000,214
69.9,45.49609375,45.390625,29.88671875,24.90625,109.078125,111.01171875,3.6796875,3.9140625,2,1,200,0,0x0000,215
70.0,44.921875,45.328125,29.75,26.1015625,108.8046875,110.4921875,3.69921875,3.859375,2,1,200,1,0x0000,216
70.1,44.42578125,45.203125,20.16015625,24.88671875,113.171875,110.98828125,4.15234375,3.92578125,2,1,200,0,0x0000,216
70.2,44.87109375,45.13671875,29.91796875,26.1015625,109.05078125,110.484375,3.60546875,3.859375,2,1,200,1,0x0000,216
70.3,44.59765625,45.0546875,19.84765625,26.1171875,112.98046875,110.5,4.16796875,3.859375,2,1,200,1,0x0000,216
70.4,44.64453125,44.97265625,19.80859375,26.10546875,113.28515625,110.54296875,4.171875,3.859375,2,1,200,1,0x0000,217
70.5,44.55078125,44.875,20.421875,24.8828125,112.9296875,111.0390625,4.09765625,3.91015625,2,1,200,0,0x0000,217
70.6,44.6796875,44.7734375,29.6875,24.93359375,108.921875,111.02734375,3.65625,3.90234375,2,1,200,0,0x0000,217
70.7,44.80859375,44.6875,29.890625,24.93359375,109.06640625,111.0234375,3.64453125,3.8984375,2,1,200,0,0x0000,217
70.8,44.8359375,44.67578125,30.28515625,25.0,109.125,111.06640625,3.66796875,3.89453125,2,1,200,0,0x0000,217
70.9,44.79296875,44.72265625,29.65625,26.1875,109.0625,110.55078125,3.7109375,3.83984375,2,1,200,1,0x0000,217
71.0,44.59375,44.6875,19.41015625,24.875,113.06640625,111.0546875,4.14453125,3.90625,2,1,200,0,0x0000,217
71.1,44.65234375,44.69140625,29.71484375,26.109375,109.0625,110.5625,3.671875,3.84375,2,1,200,1,0x0000,217
71.2,44.8515625,44.71875,19.6953125,26.09375,113.078125,110.5390625,4.16015625,3.84375,2,1,200,1,0x0000,217
71.3,44.546875,44.71875,20.1015625,26.0546875,113.05859375,110.5546875,4.15234375,3.84765625,2,1,200,1,0x0000,217
71.4,44.7890625,44.73046875,19.78515625,24.81640625,112.9375,111.0546875,4.19140625,3.91796875,2,1,200,0,0x0000,217
71.5,44.6640625,44.71484375,30.171875,24.8515625,108.97265625,111.04296875,3.7265625,3.92578125,2,1,200,0,0x0000,217
71.6,44.74609375,44.703125,29.72265625,24.78125,109.03515625,111.03125,3.71875,3.93359375,2,1,200,0,0x0000,217
71.7,44.7421875,44.6953125,29.6328125,24.77734375,109.11328125,111.0390625,3.6484375,3.92578125,2,1,200,0,0x0000,217
71.8,44.75,44.71484375,29.98046875,26.09765625,109.15234375,110.55078125,3.6953125,3.8671875,2,1,200,1,0x0000,217
71.9,44.890625,44.74609375,19.86328125,24.8671875,112.953125,111.03515625,4.2578125,3.94140625,2,1,200,0,0x0000,217
72.0,44.92578125,44.75390625,29.9765625,26.15234375,109.078125,110.53515625,3.61328125,3.875,2,1,200,1,0x0000,217
72.1,44.81640625,44.7890625,19.828125,26.1171875,113.125,110.54296875,4.140625,3.87109375,2,1,200,1,0x0000,217
72.2,44.6484375,44.76953125,19.5625,26.08984375,113.109375,110.56640625,4.16015625,3.8671875,2,1,200,1,0x0000,218
72.3,44.65234375,44.76953125,20.0859375,24.828125,112.96484375,111.06640625,4.15625,3.921875,2,1,200,0,0x0000,218
72.4,44.85546875,44.78515625,30.25390625,24.89453125,109.15234375,111.078125,3.70703125,3.921875,2,1,200,0,0x0000,218
72.5,44.5078125,44.75390625,30.265625,24.9765625,108.98828125,111.0625,3.66796875,3.921875,2,1,200,0,0x0000,218
72.6,44.6171875,44.73828125,29.87890625,24.9609375,109.02734375,111.046875,3.65625,3.91796875,2,1,200,0,0x0000,219
72.7,44.76953125,44.72265625,29.66796875,26.1875,108.94921875,110.546875,3.703125,3.84765625,2,1,200,1,0x0000,219
72.8,44.765625,44.703125,19.66015625,24.8984375,113.125,111.0546875,4.14453125,3.9140625,2,1,200,0,0x0000,219
72.9,44.76953125,44.6953125,29.36328125,26.08984375,109.0625,110.546875,3.625,3.8515625,2,1,200,1,0x0000,219
73.0,44.6875,44.703125,19.640625,26.1015625,113.1328125,110.546875,4.203125,3.85546875,2,1,200,1,0x0000,219
73.1,44.7265625,44.7109375,20.0078125,26.08984375,113.125,110.5703125,4.13671875,3.85546875,2,1,200,1,0x0000,219
73.2,44.5859375,44.67578125,19.49609375,24.74609375,113.15234375,111.0703125,4.1953125,3.9140625,2,1,200,0,0x0000,219
73.3,44.78515625,44.7109375,29.2421875,24.6171875,109.01171875,111.0703125,3.60546875,3.90625,2,1,200,0,0x0000,219
73.4,44.73046875,44.7265625,29.78125,24.60546875,109.01171875,111.0703125,3.71484375,3.9140625,2,1,200,0,0x0000,219
73.5,44.77734375,44.7265625,30.203125,24.671875,109.0,111.07421875,3.6796875,3.91015625,2,1,200,0,0x0000,219
73.6,44.671875,44.71484375,29.48828125,25.90234375,109.0546875,110.56640625,3.703125,3.85546875,2,1,200,1,0x0000,219
73.7,44.921875,44.734375,19.98046875,24.7265625,112.96484375,111.0546875,4.15625,3.921875,2,1,200,0,0x0000,219
73.8,44.625,44.7265625,29.93359375,26.015625,109.08984375,110.55078125,3.67578125,3.85546875,2,1,200,1,0x0000,219
73.9,44.58203125,44.70703125,19.91015625,26.00390625,113.03125,110.5390625,4.25,3.87109375,2,1,200,1,0x0000,219
74.0,44.6015625,44.7109375,19.65234375,26.0234375,112.9765625,110.515625,4.25,3.87890625,2,1,200,1,0x0000,219
74.1,44.875,44.72265625,20.0078125,24.8671875,112.9296875,111.00390625,4.1953125,3.953125,2,1,200,0,0x0000,219
74.2,44.58203125,44.703125,29.8203125,24.87109375,109.1328125,111.01953125,3.69921875,3.94921875,2,1,200,0,0x0000,219
74.3,44.94921875,44.72265625,29.80859375,24.82421875,109.00390625,111.01953125,3.734375,3.95703125,2,1,200,0,0x0000,219
74.4,44.7109375,44.73046875,30.12109375,24.90234375,109.0703125,111.0234375,3.7109375,3.95703125,2,1,200,0,0x0000,219
74.5,44.7890625,44.7109375,29.24609375,26.0625,109.06640625,110.53515625,3.72265625,3.90234375,2,1,200,1,0x0000,219
74.6,44.76953125,44.73046875,19.39453125,24.7421875,113.05859375,111.03125,4.18359375,3.96484375,2,1,200,0,0x0000,219
74.7,44.77734375,44.75390625,29.98046875,26.00390625,108.95703125,110.5234375,3.6640625,3.89453125,2,1,200,1,0x0000,219
74.8,44.5625,44.75,19.92578125,26.03515625,113.1328125,110.54296875,4.2421875,3.890625,2,1,200,1,0x0000,219
74.9,44.81640625,44.7421875,19.41796875,25.9609375,113.1640625,110.5703125,4.19921875,3.89453125,2,1,200,1,0x0000,219
75.0,44.83984375,44.7734375,19.71484375,24.69921875,112.9765625,111.05078125,4.21484375,3.95703125,2,1,200,0,0x0000,219
75.1,44.72265625,44.74609375,29.296875,24.63671875,109.0859375,111.0625,3.71484375,3.953125,2,1,200,0,0x0000,220
75.2,44.875,44.765625,29.66015625,24.578125,109.015625,111.0546875,3.65625,3.94921875,2,1,200,0,0x0000,220
75.3,44.65234375,44.75,28.9453125,24.5390625,109.0,111.046875,3.71875,3.94921875,2,1,200,0,0x0000,221
75.4,44.62109375,44.73046875,30.03515625,25.87109375,109.0390625,110.54296875,3.79296875,3.8984375,2,1,200,1,0x0000,221
75.5,44.83984375,44.73828125,19.73046875,24.58984375,113.0,111.05078125,4.171875,3.9609375,2,1,200,0,0x0000,222
75.6,44.46875,44.7265625,29.8046875,25.82421875,108.93359375,110.5234375,3.69140625,3.89453125,2,1,200,1,0x0000,222
75.7,44.6171875,44.703125,19.37109375,25.81640625,113.09375,110.515625,4.25,3.8984375,2,1,200,1,0x0000,223
75.8,44.59765625,44.671875,19.89453125,25.83984375,113.109375,110.53125,4.26171875,3.90625,2,1,200,1,0x0000,223
75.9,44.6875,44.66796875,19.3125,24.59375,113.0625,111.03125,4.26953125,3.9765625,2,1,200,0,0x0000,224
76.0,44.98046875,44.6796875,29.5390625,24.578125,108.85546875,111.01171875,3.8046875,3.9921875,2,1,200,0,0x0000,225
76.1,44.73046875,44.69140625,29.66796875,24.66796875,109.09765625,111.0234375,3.76171875,4.0,2,1,200,0,0x0000,225
76.2,44.66796875,44.6953125,29.4609375,24.59765625,109.06640625,111.02734375,3.7421875,3.9921875,2,1,200,0,0x0000,226
76.3,44.67578125,44.67578125,29.59765625,25.828125,109.09375,110.5390625,3.74609375,3.9375,2,1,200,1,0x0000,226
76.4,44.796875,44.71875,19.59765625,24.5546875,112.9609375,111.0390625,4.17578125,4.0,2,1,200,0,0x0000,227
76.5,44.84765625,44.74609375,29.6640625,25.83984375,109.02734375,110.53125,3.7890625,3.94140625,2,1,200,1,0x0000,227
76.6,44.9296875,44.7890625,19.5234375,25.79296875,113.1328125,110.53515625,4.21875,3.9375,2,1,200,1,0x0000,228
76.7,44.92578125,44.81640625,19.625,25.83203125,113.0390625,110.53125,4.21484375,3.9296875,2,1,200,1,0x0000,228
76.8,44.8515625,44.80078125,19.61328125,24.59375,112.8671875,111.03515625,4.24609375,3.984375,2,1,200,0,0x0000,229
76.9,44.859375,44.81640625,29.8671875,24.6171875,108.9375,111.015625,3.76953125,3.984375,2,1,200,0,0x0000,229
77.0,44.8203125,44.8359375,29.86328125,24.66796875,109.05078125,111.01171875,3.7421875,3.984375,2,1,200,0,0x0000,230
77.1,44.79296875,44.8515625,29.56640625,24.6640625,109.12109375,111.015625,3.8046875,3.9921875,2,1,200,0,0x0000,231
77.2,44.69140625,44.83984375,30.07421875,25.97265625,109.10546875,110.53515625,3.81640625,3.94921875,2,1,200,1,0x0000,231
77.3,44.8046875,44.83203125,19.390625,24.6875,112.921875,111.01953125,4.22265625,4.00390625,2,1,200,0,0x0000,232
77.4,44.8828125,44.828125,29.58984375,25.9453125,109.08203125,110.515625,3.6640625,3.93359375,2,1,200,1,0x0000,233
77.5,45.0390625,44.83984375,18.96875,25.86328125,113.05859375,110.515625,4.24609375,3.9375,2,1,200,1,0x0000,233
77.6,45.03125,44.86328125,19.28125,25.82421875,113.0390625,110.5390625,4.26171875,3.9375,2,1,200,1,0x0000,234
77.7,44.66796875,44.83984375,19.78125,24.5625,112.9609375,111.0390625,4.39453125,4.015625,2,1,200,0,0x0000,234
77.8,44.88671875,44.84765625,30.0234375,24.58203125,109.06640625,111.04296875,3.79296875,4.0234375,2,1,200,0,0x0000,235
77.9,44.73046875,44.83984375,29.3671875,24.55859375,109.05859375,111.03515625,3.80078125,4.0234375,2,1,200,0,0x0000,235
78.0,44.8515625,44.859375,29.44921875,24.48046875,109.1015625,111.03515625,3.76953125,4.015625,2,1,200,0,0x0000,236
78.1,44.94140625,44.87890625,29.38671875,25.73046875,109.07421875,110.5546875,3.75390625,3.95703125,2,1,200,1,0x0000,236
78.2,44.8828125,44.87890625,19.1640625,24.42578125,112.98828125,111.04296875,4.26171875,4.03515625,2,1,200,0,0x0000,237
78.3,44.80859375,44.84765625,29.6484375,25.76171875,108.84765625,110.515625,3.75390625,3.97265625,2,1,200,1,0x0000,237
78.4,44.8984375,44.83203125,19.48828125,25.78515625,113.05859375,110.51953125,4.30859375,3.9765625,2,1,200,1,0x0000,238
78.5,44.81640625,44.8515625,19.171875,25.7109375,113.15625,110.54296875,4.2890625,3.96484375,2,1,200,1,0x0000,238
78.6,44.86328125,44.84765625,19.15234375,24.3515625,112.95703125,111.02734375,4.2265625,4.01953125,2,1,200,0,0x0000,239
78.7,44.79296875,44.85546875,29.9296875,24.421875,108.9609375,111.015625,3.73046875,4.01171875,2,1,200,0,0x0000,239
78.8,44.80078125,44.84765625,29.0234375,24.3671875,109.1171875,111.01953125,3.70703125,4.00390625,2,1,200,0,0x0000,240
78.9,44.7421875,44.82421875,30.04296875,24.44921875,108.875,110.9921875,3.7265625,4.0,2,1,200,0,0x0000,240
79.0,44.80859375,44.81640625,29.08203125,25.69140625,109.1796875,110.515625,3.796875,3.94140625,2,1,200,1,0x0000,241
79.1,44.81640625,44.81640625,19.39453125,24.41015625,112.96875,111.03125,4.23046875,4.0,2,1,200,0,0x0000,242
79.2,44.8359375,44.80859375,29.0078125,25.59765625,108.98828125,110.5234375,3.76953125,3.93359375,2,1,200,1,0x0000,242
79.3,44.890625,44.81640625,20.1640625,25.72265625,112.95703125,110.5,4.28125,3.93359375,2,1,200,1,0x0000,243
79.4,44.8203125,44.8125,19.49609375,25.765625,113.06640625,110.51171875,4.25,3.93359375,2,1,200,1,0x0000,243
79.5,44.63671875,44.79296875,19.26953125,24.43359375,113.27734375,111.05078125,4.25390625,4.0,2,1,200,0,0x0000,244
79.6,45.0390625,44.8203125,29.484375,24.4921875,108.91015625,111.02734375,3.72265625,4.00390625,2,1,200,0,0x0000,244
79.7,45.03515625,44.859375,29.85546875,24.46875,109.1796875,111.0625,3.734375,4.00390625,2,1,200,0,0x0000,245
79.8,45.02734375,44.88671875,29.6328125,24.53515625,109.07421875,111.05078125,3.8046875,4.00390625,2,1,200,0,0x0000,245
79.9,44.8046875,44.8828125,29.23046875,25.765625,109.04296875,110.55859375,3.78125,3.94921875,2,1,200,1,0x0000,246
80.0,44.765625,44.875,19.4140625,24.56640625,113.06640625,111.0703125,4.2421875,4.0078125,2,1,200,0,0x0000,246
80.1,45.0234375,44.890625,29.234375,25.69921875,109.0859375,110.5859375,3.7421875,3.94140625,2,1,200,1,0x0000,246
80.2,44.8828125,44.8984375,19.5078125,25.703125,113.03125,110.58203125,4.234375,3.9375,2,1,200,1,0x0000,246
80.3,44.890625,44.93359375,20.51953125,25.859375,113.04296875,110.55078125,4.28515625,3.94140625,2,1,200,1,0x0000,247
80.4,44.75390625,44.89453125,19.6953125,24.6328125,113.11328125,111.078125,4.359375,4.01953125,2,1,200,0,0x0000,247
80.5,44.90625,44.87890625,29.31640625,24.56640625,108.8984375,111.04296875,3.73828125,4.0234375,2,1,200,0,0x0000,247
80.6,45.12890625,44.89453125,29.2421875,24.51953125,109.01953125,111.03515625,3.74609375,4.015625,2,1,200,0,0x0000,247
80.7,44.77734375,44.890625,29.4765625,24.55078125,109.046875,111.03515625,3.7734375,4.01171875,2,1,200,0,0x0000,247
80.8,44.68359375,44.87890625,29.5859375,25.8203125,108.9140625,110.515625,3.8125,3.9609375,2,1,200,1,0x0000,248
80.9,44.91796875,44.8671875,19.5078125,24.60546875,112.95703125,111.0,4.234375,4.01953125,2,1,200,0,0x0000,248
81.0,44.94140625,44.875,29.4296875,25.84375,109.0859375,110.5078125,3.75390625,3.9609375,2,1,200,1,0x0000,248
81.1,45.02734375,44.890625,19.1796875,25.67578125,113.09765625,110.515625,4.32421875,3.96484375,2,1,200,1,0x0000,248
81.2,44.97265625,44.91796875,19.796875,25.69140625,113.1328125,110.515625,4.26171875,3.953125,2,1,200,1,0x0000,248
81.3,44.82421875,44.90625,18.8046875,24.375,112.9765625,111.02734375,4.22265625,4.015625,2,1,200,0,0x0000,248
81.4,44.796875,44.8671875,29.3828125,24.39453125,109.00390625,111.0234375,3.7734375,4.01953125,2,1,200,0,0x0000,248
81.5,44.94140625,44.88671875,29.46875,24.39453125,109.05859375,111.02734375,3.69140625,4.0078125,2,1,200,0,0x0000,248
81.6,44.94140625,44.91796875,29.6171875,24.3984375,109.1640625,111.05859375,3.66796875,3.98828125,2,1,200,0,0x0000,248
81.7,45.0546875,44.9375,29.0546875,25.58984375,109.08984375,110.57421875,3.74609375,3.9296875,2,1,200,1,0x0000,248
81.8,44.5625,44.88671875,19.51953125,24.3515625,112.83984375,111.04296875,4.23046875,3.98828125,2,1,200,0,0x0000,248
81.9,45.0546875,44.890625,29.71484375,25.66796875,109.0703125,110.5390625,3.65234375,3.90234375,2,1,200,1,0x0000,249
82.0,45.0234375,44.8984375,19.75390625,25.6640625,112.9296875,110.515625,4.16796875,3.890625,2,1,200,1,0x0000,249
82.1,44.9921875,44.91796875,20.3515625,25.85546875,112.97265625,110.515625,4.21875,3.890625,2,1,200,1,0x0000,249
82.2,45.078125,44.953125,19.37109375,24.60546875,112.95703125,111.0078125,4.2578125,3.953125,2,1,200,0,0x0000,250
82.3,44.89453125,44.94921875,29.34765625,24.58984375,109.0,111.0,3.7734375,3.9609375,2,1,200,0,0x0000,250
82.4,44.9296875,44.9453125,30.1328125,24.65234375,109.015625,110.984375,3.64453125,3.9609375,2,1,200,0,0x0000,250
82.5,44.92578125,44.9296875,29.765625,24.7421875,109.06640625,110.98046875,3.66796875,3.94921875,2,1,200,0,0x0000,250
82.6,45.0546875,44.9921875,29.4453125,25.984375,108.953125,110.4921875,3.65234375,3.87890625,2,1,200,1,0x0000,250
82.7,45.08984375,44.99609375,19.59765625,24.71875,112.88671875,110.97265625,4.20703125,3.9453125,2,1,200,0,0x0000,250
82.8,45.078125,45.00390625,29.76171875,25.96875,109.11328125,110.4921875,3.73046875,3.890625,2,1,200,1,0x0000,250
82.9,44.9765625,45.0,19.5,25.86328125,112.9453125,110.4921875,4.16796875,3.88671875,2,1,200,1,0x0000,251
83.0,44.75390625,44.9609375,19.71875,25.90625,112.98046875,110.4921875,4.30078125,3.890625,2,1,200,1,0x0000,251
83.1,44.89453125,44.9609375,19.74609375,24.70703125,112.97265625,110.98828125,4.30859375,3.95703125,2,1,200,0,0x0000,251
83.2,45.01171875,44.97265625,29.4921875,24.625,108.84375,110.96875,3.65625,3.9609375,2,1,200,0,0x0000,251
83.3,45.0703125,44.98828125,29.6171875,24.609375,109.08984375,110.97265625,3.703125,3.96484375,2,1,200,0,0x0000,251
83.4,45.04296875,44.98828125,29.0625,24.55859375,108.7734375,110.94921875,3.76171875,3.9765625,2,1,200,0,0x0000,251
