ts_s,temp_C_raw,temp_C_filt,moist_pct_raw,moist_pct_filt,press_kPa_raw,press_kPa_filt,vib_raw,vib_filt,fsm_state,heater_en,fan_pwm,valve,alarms_mask,fifo_occ
112.0,45.671875,45.65625,26.97265625,28.50390625,112.85546875,112.67578125,4.2890625,4.2265625,2,1,200,1,0x0000,256
112.1,45.62890625,45.66015625,26.609375,28.1015625,112.73828125,112.703125,4.25390625,4.234375,2,1,200,1,0x0000,256
112.2,45.609375,45.65234375,26.94921875,27.828125,112.5546875,112.6953125,4.1640625,4.21875,2,1,200,1,0x0000,256
112.3,45.63671875,45.6484375,26.34765625,27.46484375,112.7109375,112.69140625,4.17578125,4.21484375,2,1,200,1,0x0000,256
112.4,45.7578125,45.6640625,25.65234375,27.08984375,112.55078125,112.6875,4.18359375,4.21484375,2,1,200,1,0x0000,256
112.5,45.546875,45.63671875,25.6328125,26.84375,112.7421875,112.69140625,4.29296875,4.2265625,2,1,200,1,0x0000,256
112.6,46.01171875,45.671875,26.07421875,26.51953125,112.6796875,112.703125,4.27734375,4.23046875,2,1,200,1,0x0000,256
112.7,45.7890625,45.703125,25.109375,26.16796875,112.734375,112.6953125,4.26953125,4.23828125,2,1,200,1,0x0000,256
112.8,45.9140625,45.734375,24.8984375,25.90625,112.890625,112.69921875,4.1875,4.22265625,2,1,200,1,0x0000,256
112.9,45.69140625,45.7421875,24.95703125,25.69921875,112.63671875,112.6875,4.21484375,4.21875,2,1,200,1,0x0000,256
113.0,45.796875,45.765625,24.35546875,25.375,112.74609375,112.7109375,4.15234375,4.21875,2,1,200,1,0x0000,256
113.1,45.79296875,45.78515625,23.8203125,25.0625,112.6796875,112.70703125,4.1171875,4.2109375,2,1,200,1,0x0000,256
113.2,45.63671875,45.76953125,24.2109375,24.87890625,112.7109375,112.7265625,4.16796875,4.20703125,2,1,200,0,0x0000,256
113.3,45.59765625,45.77734375,33.20703125,25.828125,108.80859375,112.234375,3.703125,4.1328125,2,1,200,1,0x0000,256
113.4,45.76171875,45.74609375,23.7890625,25.54296875,112.6171875,112.2265625,4.17578125,4.12109375,2,1,200,1,0x0000,256
113.5,45.69140625,45.734375,23.4609375,25.3359375,112.765625,112.23046875,4.12890625,4.10546875,2,1,200,1,0x0000,256
113.6,45.65625,45.703125,24.04296875,25.23046875,112.81640625,112.22265625,4.15234375,4.1015625,2,1,200,1,0x0000,256
113.7,45.4765625,45.67578125,23.58203125,25.05859375,112.66796875,112.2265625,4.20703125,4.09765625,2,1,200,1,0x0000,256
113.8,45.7109375,45.6640625,23.51953125,24.953125,112.84765625,112.23828125,4.1875,4.1015625,2,1,200,0,0x0000,256
113.9,45.7890625,45.6640625,33.109375,26.11328125,108.67578125,111.73828125,3.66796875,4.046875,2,1,200,1,0x0000,256
114.0,45.65625,45.6640625,23.2890625,26.0,112.57421875,111.71875,4.1796875,4.046875,2,1,200,1,0x0000,256
114.1,45.6875,45.67578125,22.87109375,24.70703125,112.7578125,112.21484375,4.17578125,4.109375,2,1,200,0,0x0000,256
114.2,45.83203125,45.6875,33.17578125,25.87890625,108.7421875,111.73046875,3.66796875,4.04296875,2,1,200,1,0x0000,256
114.3,45.69140625,45.6875,22.60546875,25.7734375,112.76171875,111.73046875,4.15234375,4.046875,2,1,200,1,0x0000,256
114.4,45.58984375,45.67578125,22.53515625,25.5859375,112.7734375,111.72265625,4.11328125,4.04296875,2,1,200,1,0x0000,256
114.5,45.34765625,45.66015625,22.53515625,25.453125,112.69921875,111.7265625,4.15625,4.03515625,2,1,200,1,0x0000,256
114.6,45.55859375,45.640625,21.7734375,25.234375,112.62890625,111.69921875,4.1171875,4.02734375,2,1,200,1,0x0000,256
114.7,45.9296875,45.66015625,22.125,23.86328125,112.62109375,112.19140625,4.18359375,4.08984375,2,1,200,0,0x0000,256
114.8,45.7890625,45.67578125,31.8359375,24.9296875,108.6015625,111.6953125,3.6484375,4.0234375,2,1,200,0,0x0000,256
114.9,45.62890625,45.66796875,32.0234375,26.07421875,108.78515625,111.19921875,3.69140625,3.96484375,2,1,200,1,0x0000,256
115.0,45.71875,45.65625,22.203125,24.703125,112.734375,111.69921875,4.14453125,4.0234375,2,1,200,0,0x0000,256
115.1,45.92578125,45.68359375,31.84765625,25.859375,108.796875,111.203125,3.66796875,3.96484375,2,1,200,1,0x0000,256
115.2,45.47265625,45.66796875,22.30078125,25.828125,112.72265625,111.1953125,4.17578125,3.97265625,2,1,200,1,0x0000,256
115.3,45.70703125,45.71484375,21.95703125,25.7578125,112.73828125,111.203125,4.14453125,3.96875,2,1,200,1,0x0000,256
115.4,45.6796875,45.73046875,21.64453125,25.7421875,112.7265625,111.21484375,4.20703125,3.98046875,2,1,200,1,0x0000,256
115.5,45.609375,45.69140625,21.40625,25.65234375,112.79296875,111.234375,4.140625,3.9765625,2,1,200,1,0x0000,256
115.6,45.76953125,45.6875,21.578125,24.3671875,112.66015625,111.7421875,4.16015625,4.0390625,2,1,200,0,0x0000,256
115.7,45.796875,45.70703125,31.453125,24.296875,108.734375,111.73828125,3.703125,4.04296875,2,1,200,0,0x0000,256
115.8,45.67578125,45.703125,31.109375,25.41015625,108.6328125,111.22265625,3.69140625,3.984375,2,1,200,1,0x0000,256
115.9,45.53515625,45.65234375,21.6640625,24.13671875,112.71484375,111.71484375,4.12890625,4.04296875,2,1,200,0,0x0000,256
116.0,45.609375,45.671875,31.4921875,25.28515625,108.9140625,111.23828125,3.7265625,3.984375,2,1,200,1,0x0000,256
116.1,45.73046875,45.67578125,21.19140625,25.19140625,112.74609375,111.23828125,4.10546875,3.98046875,2,1,200,1,0x0000,256
116.2,45.69140625,45.67578125,21.19921875,25.13671875,112.8515625,111.25390625,4.09765625,3.96875,2,1,200,1,0x0000,256
116.3,45.77734375,45.6953125,21.12109375,25.09765625,112.60546875,111.23046875,4.15625,3.96875,2,1,200,1,0x0000,256
116.4,45.71875,45.69140625,20.8359375,25.0078125,112.83203125,111.25390625,4.12890625,3.96484375,2,1,200,1,0x0000,256
116.5,45.59765625,45.6640625,21.25,23.73046875,112.7890625,111.7578125,4.19921875,4.02734375,2,1,200,0,0x0000,256
116.6,45.8359375,45.68359375,30.80078125,23.69140625,108.74609375,111.7734375,3.70703125,4.03125,2,1,200,0,0x0000,256
116.7,45.63671875,45.69921875,30.57421875,24.8046875,108.91796875,111.296875,3.6875,3.97265625,2,1,200,0,0x0000,256
116.8,45.80859375,45.72265625,30.72265625,24.7109375,108.890625,111.296875,3.6953125,3.96875,2,1,200,0,0x0000,256
116.9,45.734375,45.72265625,31.14453125,25.953125,108.7578125,110.796875,3.70703125,3.921875,2,1,200,1,0x0000,256
117.0,45.62890625,45.71484375,21.03515625,25.93359375,112.76953125,110.78515625,4.21484375,3.93359375,2,1,200,1,0x0000,256
117.1,45.8203125,45.72265625,21.0234375,25.921875,112.60546875,110.78515625,4.17578125,3.9375,2,1,200,1,0x0000,256
117.2,45.765625,45.7265625,20.97265625,25.9375,112.88671875,110.79296875,4.19921875,3.9453125,2,1,200,1,0x0000,256
117.3,45.68359375,45.73828125,21.5703125,25.98046875,112.9296875,110.8125,4.140625,3.9375,2,1,200,1,0x0000,256
117.4,45.7890625,45.73046875,20.71484375,24.71875,112.859375,111.32421875,4.21484375,4.00390625,2,1,200,0,0x0000,256
117.5,45.78125,45.75,30.87890625,24.7578125,108.828125,111.3125,3.73046875,4.0078125,2,1,200,0,0x0000,256
117.6,45.609375,45.7265625,30.47265625,24.7265625,108.74609375,111.296875,3.640625,4.0,2,1,200,0,0x0000,256
117.7,45.46875,45.69140625,31.015625,24.70703125,108.8984375,111.3125,3.68359375,4.0,2,1,200,0,0x0000,256
117.8,45.56640625,45.68359375,30.9140625,25.9453125,109.0,110.84375,3.6640625,3.9296875,2,1,200,1,0x0000,256
117.9,45.57421875,45.65234375,20.79296875,25.9140625,112.6875,110.8515625,4.125,3.921875,2,1,200,1,0x0000,256
118.0,45.703125,45.64453125,20.72265625,25.8828125,112.7734375,110.83984375,4.21875,3.92578125,2,1,200,1,0x0000,256
118.1,45.51953125,45.625,20.4609375,25.74609375,112.84765625,110.828125,4.17578125,3.9296875,2,1,200,1,0x0000,256
118.2,45.64453125,45.60546875,19.82421875,25.6328125,112.83203125,110.82421875,4.21484375,3.9296875,2,1,200,1,0x0000,256
118.3,45.7578125,45.60546875,20.08984375,24.28515625,112.84765625,111.328125,4.2265625,3.9921875,2,1,200,0,0x0000,256
118.4,45.82421875,45.62890625,30.359375,24.26953125,108.8828125,111.34375,3.62890625,3.9921875,2,1,200,0,0x0000,256
118.5,45.59375,45.64453125,30.21484375,24.171875,108.77734375,111.328125,3.71875,3.99609375,2,1,200,0,0x0000,256
118.6,45.66015625,45.65625,30.66015625,24.140625,108.89453125,111.31640625,3.6875,3.99609375,2,1,200,0,0x0000,256
118.7,45.53515625,45.65234375,30.2265625,25.31640625,108.6875,110.81640625,3.72265625,3.94921875,2,1,200,1,0x0000,256
118.8,45.63671875,45.64453125,20.421875,25.28125,112.671875,110.8046875,4.20703125,3.9453125,2,1,200,1,0x0000,256
118.9,45.61328125,45.65625,20.59375,25.296875,112.94140625,110.81640625,4.22265625,3.953125,2,1,200,1,0x0000,256
119.0,45.7421875,45.66796875,20.296875,25.35546875,112.9453125,110.828125,4.15234375,3.9453125,2,1,200,1,0x0000,256
119.1,45.7578125,45.66796875,20.5078125,25.41015625,112.79296875,110.82421875,4.2109375,3.94140625,2,1,200,1,0x0000,256
119.2,45.55859375,45.63671875,20.46484375,24.171875,112.74609375,111.3046875,4.234375,4.01953125,2,1,200,0,0x0000,256
119.3,45.5078125,45.625,30.11328125,24.16015625,108.69921875,111.296875,3.65625,4.01171875,2,1,200,0,0x0000,256
119.4,45.4765625,45.6015625,30.234375,24.10546875,108.83984375,111.2890625,3.6875,4.01171875,2,1,200,0,0x0000,256
119.5,45.63671875,45.61328125,30.5859375,24.15234375,108.83984375,111.30859375,3.66015625,4.00390625,2,1,200,0,0x0000,256
119.6,45.61328125,45.61328125,30.42578125,25.40234375,109.01171875,110.8515625,3.6640625,3.93359375,2,1,200,1,0x0000,256
119.7,45.76171875,45.62890625,20.375,25.375,112.75,110.828125,4.20703125,3.93359375,2,1,200,1,0x0000,256
119.8,45.65234375,45.6171875,20.08203125,25.34765625,112.8984375,110.8203125,4.1796875,3.9375,2,1,200,1,0x0000,256
119.9,45.79296875,45.625,20.26171875,25.31640625,112.94140625,110.83984375,4.234375,3.9375,2,1,200,1,0x0000,256
120.0,45.83984375,45.66015625,20.33984375,25.30078125,112.75390625,110.83984375,4.23046875,3.9375,2,1,200,1,0x0000,256
120.1,45.8828125,45.70703125,20.12109375,24.05078125,113.0,111.37890625,4.23828125,4.01171875,2,1,200,0,0x0000,256
120.2,45.83984375,45.75,30.23828125,24.05078125,109.0078125,111.3984375,3.76953125,4.01953125,2,1,200,0,0x0000,256
120.3,45.640625,45.75,30.41015625,24.03125,108.796875,111.39453125,3.73046875,4.03125,2,1,200,0,0x0000,256
120.4,45.58984375,45.75,30.08203125,23.98828125,108.92578125,111.3828125,3.71875,4.03515625,2,1,200,0,0x0000,256
120.5,45.390625,45.703125,30.0546875,25.1953125,108.8046875,110.890625,3.765625,3.98046875,2,1,200,1,0x0000,256
120.6,45.53515625,45.6875,20.23828125,25.21484375,112.82421875,110.87890625,4.17578125,3.98046875,2,1,200,1,0x0000,256
120.7,45.6875,45.67578125,20.25,25.21484375,112.875,110.87109375,4.20703125,3.9765625,2,1,200,1,0x0000,256
120.8,45.53125,45.63671875,20.5703125,25.2421875,112.87109375,110.88671875,4.26953125,3.984375,2,1,200,1,0x0000,256
120.9,45.72265625,45.6171875,20.56640625,25.30078125,112.9375,110.87890625,4.19140625,3.9765625,2,1,200,1,0x0000,256
121.0,45.53125,45.578125,20.58203125,24.09375,112.765625,111.34765625,4.19140625,4.03125,2,1,200,0,0x0000,256
121.1,45.5546875,45.56640625,30.16796875,24.0625,108.9609375,111.3671875,3.6953125,4.0234375,2,1,200,0,0x0000,256
121.2,45.69921875,45.578125,30.515625,24.1171875,108.7265625,111.34375,3.765625,4.03125,2,1,200,0,0x0000,256
121.3,45.48828125,45.59375,30.47265625,24.16796875,108.84765625,111.34765625,3.7421875,4.02734375,2,1,200,0,0x0000,256
121.4,45.85546875,45.6328125,30.32421875,25.4296875,108.91015625,110.859375,3.671875,3.96484375,2,1,200,1,0x0000,256
121.5,45.62109375,45.625,20.24609375,25.4296875,112.98828125,110.875,4.2890625,3.9765625,2,1,200,1,0x0000,256
121.6,45.72265625,45.6484375,20.87109375,25.46484375,112.9453125,110.8828125,4.28515625,3.9765625,2,1,200,1,0x0000,256
121.7,45.51171875,45.62109375,21.046875,25.52734375,113.00390625,110.890625,4.234375,3.984375,2,1,200,1,0x0000,256
121.8,45.6328125,45.6328125,20.3125,25.4921875,112.7265625,110.88671875,4.2265625,3.98828125,2,1,200,1,0x0000,256
121.9,45.609375,45.640625,20.65234375,24.3046875,112.96875,111.38671875,4.28125,4.05859375,2,1,200,0,0x0000,256
122.0,45.8359375,45.65625,30.5390625,24.3046875,108.88671875,111.40625,3.7890625,4.0625,2,1,200,0,0x0000,256
122.1,45.79296875,45.6953125,30.0859375,24.2578125,108.875,111.41015625,3.76953125,4.06640625,2,1,200,0,0x0000,256
122.2,45.421875,45.640625,30.66015625,24.30078125,108.921875,111.4140625,3.73046875,4.07421875,2,1,200,0,0x0000,256
122.3,45.57421875,45.63671875,30.55859375,25.58984375,108.81640625,110.890625,3.72265625,4.00390625,2,1,200,1,0x0000,256
122.4,45.6640625,45.62890625,20.375,25.52734375,112.90234375,110.88671875,4.21484375,3.99609375,2,1,200,1,0x0000,256
122.5,45.47265625,45.625,20.453125,25.453125,112.875,110.87109375,4.25390625,3.99609375,2,1,200,1,0x0000,256
122.6,45.40625,45.59375,20.1875,25.4375,113.04296875,110.91015625,4.2734375,4.00390625,2,1,200,1,0x0000,256
122.7,45.484375,45.578125,20.75390625,25.44921875,112.796875,110.88671875,4.2109375,3.9921875,2,1,200,1,0x0000,256
122.8,45.5,45.5390625,19.98046875,24.12890625,112.953125,111.39453125,4.25390625,4.05078125,2,1,200,0,0x0000,256
122.9,45.546875,45.5078125,30.109375,24.1328125,108.76953125,111.3828125,3.70703125,4.04296875,2,1,200,0,0x0000,256
123.0,45.53515625,45.51953125,30.609375,24.125,108.9140625,111.3828125,3.71875,4.04296875,2,1,200,0,0x0000,256
123.1,45.24609375,45.48046875,30.18359375,24.078125,108.8671875,111.38671875,3.80859375,4.0546875,2,1,200,0,0x0000,256
123.2,45.59765625,45.47265625,30.484375,25.34375,108.83984375,110.87890625,3.77734375,4.0,2,1,200,1,0x0000,256
123.3,45.390625,45.4609375,20.4921875,25.34765625,112.95703125,110.890625,4.234375,3.99609375,2,1,200,1,0x0000,256
123.4,45.4296875,45.46484375,20.48828125,25.38671875,112.7890625,110.859375,4.234375,3.9921875,2,1,200,1,0x0000,256
123.5,45.68359375,45.48828125,20.27734375,25.328125,112.94921875,110.87890625,4.20703125,3.9921875,2,1,200,1,0x0000,256
123.6,45.49609375,45.48828125,20.34765625,25.37109375,113.03125,110.88671875,4.20703125,3.984375,2,1,200,1,0x0000,256
123.7,45.4453125,45.4765625,21.03125,24.23828125,112.95703125,111.41015625,4.2109375,4.046875,2,1,200,0,0x0000,256
123.8,45.6796875,45.49609375,30.0078125,24.1640625,108.80859375,111.3984375,3.80078125,4.05859375,2,1,200,0,0x0000,256
123.9,45.6796875,45.546875,30.77734375,24.23828125,109.05859375,111.421875,3.7578125,4.05078125,2,1,200,0,0x0000,256
124.0,45.5703125,45.546875,30.92578125,24.29296875,109.0,111.44140625,3.70703125,4.04296875,2,1,200,0,0x0000,256
124.1,45.921875,45.61328125,30.90234375,25.59375,108.9296875,110.9375,3.6953125,3.9765625,2,1,200,1,0x0000,256
124.2,45.5546875,45.62890625,20.43359375,25.5859375,112.9296875,110.95703125,4.20703125,3.97265625,2,1,200,1,0x0000,256
124.3,45.6640625,45.625,20.58203125,25.625,113.01953125,110.96484375,4.24609375,3.9765625,2,1,200,1,0x0000,256
124.4,45.54296875,45.62890625,21.1953125,25.73046875,112.8828125,110.9453125,4.28515625,3.98828125,2,1,200,1,0x0000,256
124.5,45.25,45.60546875,20.28515625,25.63671875,112.97265625,110.94921875,4.2109375,3.98828125,2,1,200,1,0x0000,256
124.6,45.515625,45.5859375,20.34765625,24.4296875,112.9140625,111.4609375,4.2265625,4.0390625,2,1,200,0,0x0000,256
124.7,45.33203125,45.54296875,30.31640625,24.37109375,109.0234375,111.45703125,3.765625,4.04296875,2,1,200,0,0x0000,256
124.8,45.7734375,45.56640625,30.69140625,24.34375,109.13671875,111.47265625,3.78515625,4.05078125,2,1,200,0,0x0000,256
124.9,45.390625,45.5,30.9140625,24.34375,108.84375,111.46484375,3.79296875,4.0625,2,1,200,0,0x0000,256
125.0,45.390625,45.48046875,30.44140625,25.59375,109.0625,110.98046875,3.77734375,4.0078125,2,1,200,1,0x0000,256
125.1,45.69140625,45.484375,20.6484375,25.6015625,113.00390625,110.9765625,4.23046875,4.0078125,2,1,200,1,0x0000,256
125.2,45.640625,45.49609375,21.11328125,25.59375,113.12109375,111.0078125,4.29296875,4.0078125,2,1,200,1,0x0000,256
125.3,45.578125,45.5390625,20.3984375,25.60546875,112.875,110.99609375,4.15234375,4.0,2,1,200,1,0x0000,256
125.4,45.57421875,45.54296875,20.78515625,25.66015625,113.046875,111.01171875,4.23828125,4.00390625,2,1,200,1,0x0000,256
125.5,45.48828125,45.5625,20.7890625,24.47265625,112.984375,111.5078125,4.23828125,4.0625,2,1,200,0,0x0000,256
125.6,45.390625,45.515625,30.5859375,24.45703125,108.96484375,111.484375,3.73046875,4.0546875,2,1,200,0,0x0000,256
125.7,45.27734375,45.50390625,30.23046875,24.37109375,108.8671875,111.48828125,3.70703125,4.04296875,2,1,200,0,0x0000,256
125.8,45.4453125,45.5078125,30.90234375,24.4296875,108.9375,111.47265625,3.75,4.0390625,2,1,200,0,0x0000,256
125.9,45.4765625,45.48046875,30.3984375,25.6484375,109.10546875,110.984375,3.6875,3.97265625,2,1,200,1,0x0000,256
126.0,45.3828125,45.44921875,21.4140625,25.6875,112.921875,110.9609375,4.35546875,3.98046875,2,1,200,1,0x0000,256
126.1,45.484375,45.4375,20.953125,25.75390625,112.93359375,110.96875,4.234375,3.9921875,2,1,200,1,0x0000,256
126.2,45.3125,45.40625,20.29296875,25.6953125,113.0546875,110.96875,4.234375,3.9921875,2,1,200,1,0x0000,256
126.3,45.4375,45.3984375,20.55859375,25.6640625,113.0234375,110.97265625,4.23046875,3.98828125,2,1,200,1,0x0000,256
126.4,45.28125,45.38671875,21.0859375,24.4765625,113.03515625,111.484375,4.2578125,4.0546875,2,1,200,0,0x0000,256
126.5,45.515625,45.4140625,30.68359375,24.53515625,108.89453125,111.48828125,3.71875,4.05859375,2,1,200,0,0x0000,256
126.6,45.41796875,45.41015625,30.7265625,24.51171875,109.1015625,111.5078125,3.7265625,4.0546875,2,1,200,0,0x0000,256
126.7,45.47265625,45.41015625,31.09375,24.59765625,108.94140625,111.48828125,3.69140625,4.0546875,2,1,200,0,0x0000,256
126.8,45.2421875,45.39453125,30.7890625,25.76953125,108.9296875,110.98828125,3.71875,3.9765625,2,1,200,1,0x0000,256
126.9,45.33203125,45.375,20.19921875,25.67578125,112.9921875,110.99609375,4.203125,3.97265625,2,1,200,1,0x0000,256
127.0,45.4921875,45.3984375,20.94140625,25.7578125,112.9765625,110.984375,4.26953125,3.9765625,2,1,200,1,0x0000,256
127.1,45.546875,45.41015625,21.08984375,25.82421875,113.01953125,110.984375,4.1796875,3.96875,2,1,200,1,0x0000,256
127.2,45.5,45.4375,20.796875,25.7890625,113.234375,111.0078125,4.28515625,3.97265625,2,1,200,1,0x0000,256
127.3,45.3515625,45.41796875,20.75,24.546875,112.91796875,111.51171875,4.2109375,4.03515625,2,1,200,0,0x0000,256
127.4,45.47265625,45.42578125,30.57421875,24.52734375,108.75390625,111.46875,3.78125,4.0390625,2,1,200,0,0x0000,256
127.5,45.640625,45.4453125,31.58203125,24.58984375,109.01171875,111.4765625,3.71484375,4.04296875,2,1,200,0,0x0000,256
127.6,45.30859375,45.453125,30.26171875,24.5234375,108.9140625,111.4765625,3.7734375,4.05078125,2,1,200,0,0x0000,256
127.7,45.65234375,45.4921875,31.01953125,25.875,108.91015625,110.96484375,3.7109375,3.98828125,2,1,200,1,0x0000,256
127.8,45.51171875,45.49609375,21.0546875,25.890625,113.0390625,110.97265625,4.1796875,3.9765625,2,1,200,1,0x0000,256
127.9,45.51171875,45.4921875,20.8671875,25.86328125,112.97265625,110.96875,4.19921875,3.98046875,2,1,200,1,0x0000,256
128.0,45.578125,45.5,21.375,25.93359375,112.98828125,110.9375,4.203125,3.96875,2,1,200,1,0x0000,256
128.1,45.44921875,45.515625,20.44921875,25.89453125,112.95703125,110.94140625,4.16015625,3.96484375,2,1,200,1,0x0000,256
128.2,45.49609375,45.515625,21.1015625,24.7109375,112.8828125,111.45703125,4.16796875,4.01171875,2,1,200,0,0x0000,256
128.3,45.4140625,45.48828125,30.203125,24.5390625,108.95703125,111.44921875,3.70703125,4.01171875,2,1,200,0,0x0000,256
128.4,45.546875,45.51953125,30.890625,24.6171875,108.8984375,111.44921875,3.64453125,3.99609375,2,1,200,0,0x0000,256
128.5,45.2265625,45.46484375,31.40625,24.66796875,108.98828125,111.45703125,3.640625,3.984375,2,1,200,0,0x0000,256
128.6,45.2734375,45.43359375,31.375,25.95703125,109.0390625,110.95703125,3.578125,3.91015625,2,1,200,1,0x0000,256
128.7,45.42578125,45.42578125,20.90234375,25.9609375,113.09765625,110.97265625,4.2109375,3.9140625,2,1,200,1,0x0000,256
128.8,45.64453125,45.43359375,20.875,25.8984375,113.09765625,110.98828125,4.25390625,3.91796875,2,1,200,1,0x0000,256
128.9,45.33203125,45.41796875,20.2734375,25.875,112.84765625,110.97265625,4.2421875,3.9296875,2,1,200,1,0x0000,256
129.0,45.52734375,45.421875,21.17578125,25.88671875,113.0,110.98828125,4.22265625,3.9375,2,1,200,1,0x0000,256
129.1,45.44140625,45.42578125,20.57421875,24.68359375,113.1953125,111.51953125,4.2265625,4.0,2,1,200,0,0x0000,256
129.2,45.5078125,45.421875,31.1875,24.71875,108.96875,111.52734375,3.75,4.015625,2,1,200,0,0x0000,256
129.3,45.33203125,45.43359375,30.44921875,24.6015625,109.140625,111.546875,3.72265625,4.0234375,2,1,200,0,0x0000,256
129.4,45.3828125,45.44921875,30.92578125,24.54296875,108.98046875,111.5390625,3.69921875,4.0390625,2,1,200,0,0x0000,256
129.5,45.24609375,45.42578125,31.421875,25.859375,108.828125,111.00390625,3.671875,3.97265625,2,1,200,1,0x0000,256
129.6,45.6328125,45.421875,21.1171875,25.890625,113.08984375,111.00390625,4.1484375,3.95703125,2,1,200,1,0x0000,256
129.7,45.26953125,45.4140625,20.77734375,25.953125,112.90234375,111.01171875,4.20703125,3.953125,2,1,200,1,0x0000,256
129.8,45.1171875,45.36328125,20.83203125,25.91015625,113.0234375,111.015625,4.2265625,3.953125,2,1,200,1,0x0000,256
129.9,45.15625,45.328125,20.89453125,25.94921875,112.87890625,110.9765625,4.1875,3.94921875,2,1,200,1,0x0000,256
130.0,45.1640625,45.28515625,21.07421875,24.68359375,112.99609375,111.4765625,4.23828125,4.01171875,2,1,200,0,0x0000,256
130.1,45.44921875,45.30078125,30.515625,24.69140625,109.046875,111.46484375,3.66015625,4.00390625,2,1,200,0,0x0000,256
130.2,45.48828125,45.3125,30.765625,24.671875,108.9375,111.4609375,3.69140625,4.00390625,2,1,200,0,0x0000,256
130.3,45.17578125,45.3046875,30.95703125,24.61328125,108.94140625,111.4765625,3.671875,4.00390625,2,1,200,0,0x0000,256
130.4,45.3828125,45.2734375,30.84765625,25.83203125,109.16015625,110.984375,3.62890625,3.9375,2,1,200,1,0x0000,256
130.5,45.32421875,45.28125,20.90625,25.84765625,112.9453125,110.98828125,4.21875,3.9375,2,1,200,1,0x0000,256
130.6,45.30859375,45.3046875,20.46484375,25.80078125,113.0078125,110.98828125,4.11328125,3.92578125,2,1,200,1,0x0000,256
130.7,45.359375,45.328125,20.76171875,25.78515625,113.03125,111.0078125,4.19140625,3.92578125,2,1,200,1,0x0000,256
130.8,45.2265625,45.3359375,21.12109375,25.7890625,113.078125,111.015625,4.203125,3.921875,2,1,200,1,0x0000,256
130.9,45.43359375,45.3359375,20.86328125,24.5859375,113.015625,111.51171875,4.1796875,3.984375,2,1,200,0,0x0000,256
131.0,45.1328125,45.29296875,31.015625,24.6171875,109.0390625,111.52734375,3.64453125,3.98046875,2,1,200,0,0x0000,256
131.1,45.19921875,45.29296875,31.40234375,24.671875,109.109375,111.546875,3.60546875,3.97265625,2,1,200,0,0x0000,256
131.2,45.1171875,45.26171875,31.2578125,24.72265625,109.0625,111.53515625,3.59765625,3.96875,2,1,200,0,0x0000,256
131.3,45.44140625,45.27734375,31.328125,26.0234375,109.01171875,111.04296875,3.66796875,3.8984375,2,1,200,1,0x0000,256
131.4,45.16796875,45.2578125,21.49609375,26.15234375,113.12890625,111.05859375,4.16015625,3.90625,2,1,200,1,0x0000,256
131.5,45.22265625,45.2421875,21.0390625,26.1875,113.0078125,111.0546875,4.1328125,3.8984375,2,1,200,1,0x0000,256
131.6,45.34765625,45.2578125,21.31640625,26.21484375,112.984375,111.04296875,4.21484375,3.8984375,2,1,200,1,0x0000,256
131.7,45.48828125,45.26171875,21.2421875,26.26171875,112.98828125,111.0390625,4.16015625,3.89453125,2,1,200,1,0x0000,256
131.8,45.46484375,45.3046875,20.9296875,25.0,112.984375,111.53125,4.0859375,3.953125,2,1,200,0,0x0000,256
131.9,45.34375,45.32421875,30.93359375,24.94140625,109.01953125,111.5234375,3.63671875,3.95703125,2,1,200,0,0x0000,256
132.0,45.26953125,45.33984375,30.6640625,24.8671875,108.99609375,111.51171875,3.70703125,3.96875,2,1,200,0,0x0000,256
132.1,45.34375,45.328125,30.9453125,24.8203125,109.1640625,111.53125,3.6875,3.97265625,2,1,200,0,0x0000,256
132.2,45.10546875,45.3203125,31.33203125,26.046875,108.8671875,111.0,3.6640625,3.91015625,2,1,200,1,0x0000,256
132.3,45.21484375,45.3203125,21.0,26.04296875,113.05859375,111.0078125,4.13671875,3.91015625,2,1,200,1,0x0000,256
132.4,45.01171875,45.27734375,20.89453125,25.9921875,112.98828125,111.0078125,4.18359375,3.90625,2,1,200,1,0x0000,256
132.5,45.3125,45.2578125,20.57421875,25.90625,113.06640625,111.015625,4.12890625,3.90234375,2,1,200,1,0x0000,256
132.6,45.01171875,45.19921875,20.71875,25.8828125,113.16015625,111.0390625,4.25,3.921875,2,1,200,1,0x0000,256
132.7,45.3046875,45.1953125,21.63671875,24.71875,112.95703125,111.53125,4.14453125,3.984375,2,1,200,0,0x0000,256
132.8,45.16015625,45.1796875,30.5703125,24.70703125,108.98046875,111.52734375,3.69140625,3.984375,2,1,200,0,0x0000,256
132.9,45.1953125,45.1640625,31.08984375,24.7265625,109.14453125,111.52734375,3.6796875,3.984375,2,1,200,0,0x0000,256
133.0,44.953125,45.14453125,30.88671875,24.66796875,109.12890625,111.55859375,3.69140625,3.98828125,2,1,200,0,0x0000,256
133.1,45.28515625,45.15234375,30.9765625,25.91796875,109.0234375,111.0546875,3.703125,3.93359375,2,1,200,1,0x0000,256
133.2,45.2109375,45.17578125,20.87890625,25.9140625,113.171875,111.078125,4.1640625,3.9296875,2,1,200,1,0x0000,256
133.3,45.51171875,45.203125,20.9296875,25.9609375,113.20703125,111.09375,4.140625,3.9296875,2,1,200,1,0x0000,256
