ts_ms,tick,event_type,event_code,fsm_state,proto_id,alarms_mask,temp_C,moist_pct,press_kPa,vib,heater_en,fan_pwm,valve,fifo_occ_after_push
62200,622,PERIODIC,0x00,STEADY,0,0x0000,49.71,25.40,110.86,3.98,1,200,1,184
62300,623,PERIODIC,0x00,STEADY,0,0x0000,49.60,25.39,110.84,3.98,1,200,1,184
62400,624,PERIODIC,0x00,STEADY,0,0x0000,49.44,24.17,111.34,4.05,1,200,0,184
62500,625,PERIODIC,0x00,STEADY,0,0x0000,49.34,24.18,111.36,4.05,1,200,0,184
62600,626,PERIODIC,0x00,STEADY,0,0x0000,49.25,25.41,110.89,3.98,1,200,1,184
62700,627,PERIODIC,0x00,STEADY,0,0x0000,49.18,24.17,111.38,4.05,1,200,0,184
62800,628,PERIODIC,0x00,STEADY,0,0x0000,49.04,24.17,111.42,4.05,1,200,0,185
62900,629,PERIODIC,0x00,STEADY,0,0x0000,48.94,25.26,110.93,4.01,1,200,1,185
63000,630,PERIODIC,0x00,STEADY,0,0x0000,48.86,25.19,110.92,4.01,1,200,1,185
63100,631,PERIODIC,0x00,STEADY,0,0x0000,48.72,25.20,110.94,4.02,1,200,1,185
63200,632,PERIODIC,0x00,STEADY,0,0x0000,48.64,25.16,110.93,4.01,1,200,1,185
63300,633,PERIODIC,0x00,STEADY,0,0x0000,48.50,23.95,111.43,4.07,1,200,0,186
63400,634,PERIODIC,0x00,STEADY,0,0x0000,48.41,23.91,111.42,4.08,1,200,0,186
63500,635,PERIODIC,0x00,STEADY,0,0x0000,48.32,25.18,110.91,4.01,1,200,1,186
63600,636,PERIODIC,0x00,STEADY,0,0x0000,48.22,23.89,111.41,4.07,1,200,0,186
63700,637,PERIODIC,0x00,STEADY,0,0x0000,48.13,23.97,111.38,4.06,1,200,0,186
63800,638,PERIODIC,0x00,STEADY,0,0x0000,48.05,25.35,110.90,4.00,1,200,1,186
63900,639,PERIODIC,0x00,STEADY,0,0x0000,48.02,25.35,110.92,4.00,1,200,1,187
64000,640,PERIODIC,0x00,STEADY,0,0x0000,47.94,25.35,110.91,4.00,1,200,1,187
64100,641,PERIODIC,0x00,STEADY,0,0x0000,47.89,25.27,110.90,4.00,1,200,1,187
64200,642,PERIODIC,0x00,STEADY,0,0x0000,47.83,24.04,111.41,4.06,1,200,0,187
64300,643,PERIODIC,0x00,STEADY,0,0x0000,47.76,24.05,111.42,4.07,1,200,0,188
64400,644,PERIODIC,0x00,STEADY,0,0x0000,47.68,25.26,110.93,4.01,1,200,1,189
64500,645,PERIODIC,0x00,STEADY,0,0x0000,47.58,23.99,111.44,4.07,1,200,0,189
64600,646,PERIODIC,0x00,STEADY,0,0x0000,47.49,23.92,111.43,4.06,1,200,0,189
64700,647,PERIODIC,0x00,STEADY,0,0x0000,47.37,25.19,110.93,4.00,1,200,1,189
64800,648,PERIODIC,0x00,STEADY,0,0x0000,47.25,25.15,110.95,4.01,1,200,1,189
64900,649,PERIODIC,0x00,STEADY,0,0x0000,47.16,25.14,110.96,4.01,1,200,1,189
65000,650,PERIODIC,0x00,STEADY,1,0x0000,47.09,25.07,110.95,4.00,1,200,1,189
65100,651,PERIODIC,0x00,STEADY,1,0x0000,47.01,23.81,111.45,4.06,1,200,0,190
65200,652,PERIODIC,0x00,STEADY,1,0x0000,46.96,23.77,111.43,4.05,1,200,0,190
65300,653,PERIODIC,0x00,STEADY,1,0x0000,46.92,25.00,110.94,3.98,1,200,0,191
65400,654,PERIODIC,0x00,STEADY,1,0x0000,46.88,25.07,110.93,3.98,1,200,1,191
65500,655,PERIODIC,0x00,STEADY,1,0x0000,46.83,23.78,111.41,4.04,1,200,0,192
65600,656,PERIODIC,0x00,STEADY,1,0x0000,46.77,25.14,110.90,3.96,1,200,1,192
65700,657,PERIODIC,0x00,STEADY,1,0x0000,46.75,25.16,110.91,3.96,1,200,1,193
65800,658,PERIODIC,0x00,STEADY,1,0x0000,46.69,25.22,110.92,3.97,1,200,1,193
65900,659,PERIODIC,0x00,STEADY,1,0x0000,46.67,25.15,110.90,3.98,1,200,1,194
66000,660,PERIODIC,0x00,STEADY,1,0x0000,46.61,23.98,111.40,4.04,1,200,0,194
66100,661,PERIODIC,0x00,STEADY,1,0x0000,46.54,24.01,111.41,4.04,1,200,0,195
66200,662,PERIODIC,0x00,STEADY,1,0x0000,46.49,23.89,111.42,4.04,1,200,0,195
66300,663,PERIODIC,0x00,STEADY,1,0x0000,46.45,25.16,110.94,3.97,1,200,1,196
66400,664,PERIODIC,0x00,STEADY,1,0x0000,46.43,23.91,111.45,4.05,1,200,0,196
66500,665,PERIODIC,0x00,STEADY,1,0x0000,46.38,25.11,110.93,3.98,1,200,1,197
66600,666,PERIODIC,0x00,STEADY,1,0x0000,46.35,25.08,110.93,3.97,1,200,1,197
66700,667,PERIODIC,0x00,STEADY,1,0x0000,46.30,25.04,110.96,3.98,1,200,1,198
66800,668,PERIODIC,0x00,STEADY,1,0x0000,46.28,24.97,110.97,3.97,1,200,0,198
66900,669,PERIODIC,0x00,STEADY,1,0x0000,46.27,24.96,110.98,3.98,1,200,0,199
67000,670,PERIODIC,0x00,STEADY,1,0x0000,46.25,25.00,110.96,3.97,1,200,0,199
67100,671,PERIODIC,0x00,STEADY,1,0x0000,46.24,25.02,110.95,3.97,1,200,1,200
67200,672,PERIODIC,0x00,STEADY,1,0x0000,46.21,24.95,110.95,3.96,1,200,0,200
67300,673,PERIODIC,0x00,STEADY,1,0x0000,46.17,25.03,110.97,3.96,1,200,1,201
67400,674,PERIODIC,0x00,STEADY,1,0x0000,46.14,24.98,111.00,3.95,1,200,0,201
67500,675,PERIODIC,0x00,STEADY,1,0x0000,46.08,26.33,110.49,3.88,1,200,1,202
67600,676,PERIODIC,0x00,STEADY,1,0x0000,46.05,26.42,110.49,3.89,1,200,1,202
67700,677,PERIODIC,0x00,STEADY,1,0x0000,45.96,25.09,110.98,3.95,1,200,1,203
67800,678,PERIODIC,0x00,STEADY,1,0x0000,45.95,23.80,111.48,4.02,1,200,0,203
67900,679,PERIODIC,0x00,STEADY,1,0x0000,45.88,23.77,111.50,4.03,1,200,0,204
68000,680,PERIODIC,0x00,STEADY,1,0x0000,45.84,25.00,111.01,3.96,1,200,0,204
68100,681,PERIODIC,0x00,STEADY,1,0x0000,45.83,24.96,110.99,3.96,1,200,0,205
68200,682,PERIODIC,0x00,STEADY,1,0x0000,45.80,26.26,110.48,3.90,1,200,1,205
68300,683,PERIODIC,0x00,STEADY,1,0x0000,45.79,24.90,110.97,3.97,1,200,0,206
68400,684,PERIODIC,0x00,STEADY,1,0x0000,45.74,26.05,110.48,3.89,1,200,1,206
68500,685,PERIODIC,0x00,STEADY,1,0x0000,45.78,26.09,110.48,3.88,1,200,1,207
68600,686,PERIODIC,0x00,STEADY,1,0x0000,45.70,26.13,110.48,3.88,1,200,1,207
68700,687,PERIODIC,0x00,STEADY,1,0x0000,45.66,24.81,110.95,3.94,1,200,0,208
68800,688,PERIODIC,0x00,STEADY,1,0x0000,45.62,24.79,110.98,3.95,1,200,0,208
68900,689,PERIODIC,0x00,STEADY,1,0x0000,45.57,24.75,111.00,3.95,1,200,0,209
69000,690,PERIODIC,0x00,STEADY,1,0x0000,45.56,24.70,110.98,3.94,1,200,0,209
69100,691,PERIODIC,0x00,STEADY,1,0x0000,45.52,26.05,110.48,3.87,1,200,1,210
69200,692,PERIODIC,0x00,STEADY,1,0x0000,45.50,24.85,110.98,3.93,1,200,0,210
69300,693,PERIODIC,0x00,STEADY,1,0x0000,45.45,26.12,110.51,3.86,1,200,1,211
69400,694,PERIODIC,0x00,STEADY,1,0x0000,45.46,26.11,110.53,3.85,1,200,1,212
69500,695,PERIODIC,0x00,STEADY,1,0x0000,45.45,26.14,110.54,3.85,1,200,1,213
69600,696,PERIODIC,0x00,STEADY,1,0x0000,45.42,24.92,111.00,3.90,1,200,0,213
69700,697,PERIODIC,0x00,STEADY,1,0x0000,45.41,24.99,110.99,3.90,1,200,0,214
69800,698,PERIODIC,0x00,STEADY,1,0x0000,45.38,24.94,111.00,3.91,1,200,0,214
69900,699,PERIODIC,0x00,STEADY,1,0x0000,45.39,24.91,111.01,3.91,1,200,0,215
70000,700,PERIODIC,0x00,STEADY,0,0x0000,45.33,26.10,110.49,3.86,1,200,1,216
70100,701,PERIODIC,0x00,STEADY,0,0x0000,45.20,24.89,110.99,3.93,1,200,0,216
70200,702,PERIODIC,0x00,STEADY,0,0x0000,45.14,26.10,110.48,3.86,1,200,1,216
70300,703,PERIODIC,0x00,STEADY,0,0x0000,45.05,26.12,110.50,3.86,1,200,1,216
70400,704,PERIODIC,0x00,STEADY,0,0x0000,44.97,26.11,110.54,3.86,1,200,1,217
70500,705,PERIODIC,0x00,STEADY,0,0x0000,44.88,24.88,111.04,3.91,1,200,0,217
70600,706,PERIODIC,0x00,STEADY,0,0x0000,44.77,24.93,111.03,3.90,1,200,0,217
70700,707,PERIODIC,0x00,STEADY,0,0x0000,44.69,24.93,111.02,3.90,1,200,0,217
70800,708,PERIODIC,0x00,STEADY,0,0x0000,44.68,25.00,111.07,3.89,1,200,0,217
70900,709,PERIODIC,0x00,STEADY,0,0x0000,44.72,26.19,110.55,3.84,1,200,1,217
71000,710,PERIODIC,0x00,STEADY,0,0x0000,44.69,24.88,111.05,3.91,1,200,0,217
71100,711,PERIODIC,0x00,STEADY,0,0x0000,44.69,26.11,110.56,3.84,1,200,1,217
71200,712,PERIODIC,0x00,STEADY,0,0x0000,44.72,26.09,110.54,3.84,1,200,1,217
71300,713,PERIODIC,0x00,STEADY,0,0x0000,44.72,26.05,110.55,3.85,1,200,1,217
71400,714,PERIODIC,0x00,STEADY,0,0x0000,44.73,24.82,111.05,3.92,1,200,0,217
71500,715,PERIODIC,0x00,STEADY,0,0x0000,44.71,24.85,111.04,3.93,1,200,0,217
71600,716,PERIODIC,0x00,STEADY,0,0x0000,44.70,24.78,111.03,3.93,1,200,0,217
71700,717,PERIODIC,0x00,STEADY,0,0x0000,44.70,24.78,111.04,3.93,1,200,0,217
71800,718,PERIODIC,0x00,STEADY,0,0x0000,44.71,26.10,110.55,3.87,1,200,1,217
71900,719,PERIODIC,0x00,STEADY,0,0x0000,44.75,24.87,111.04,3.94,1,200,0,217
72000,720,PERIODIC,0x00,STEADY,0,0x0000,44.75,26.15,110.54,3.88,1,200,1,217
72100,721,PERIODIC,0x00,STEADY,0,0x0000,44.79,26.12,110.54,3.87,1,200,1,217
72200,722,PERIODIC,0x00,STEADY,0,0x0000,44.77,26.09,110.57,3.87,1,200,1,218
72300,723,PERIODIC,0x00,STEADY,0,0x0000,44.77,24.83,111.07,3.92,1,200,0,218
72400,724,PERIODIC,0x00,STEADY,0,0x0000,44.79,24.89,111.08,3.92,1,200,0,218
72500,725,PERIODIC,0x00,STEADY,0,0x0000,44.75,24.98,111.06,3.92,1,200,0,218
72600,726,PERIODIC,0x00,STEADY,0,0x0000,44.74,24.96,111.05,3.92,1,200,0,219
72700,727,PERIODIC,0x00,STEADY,0,0x0000,44.72,26.19,110.55,3.85,1,200,1,219
72800,728,PERIODIC,0x00,STEADY,0,0x0000,44.70,24.90,111.05,3.91,1,200,0,219
72900,729,PERIODIC,0x00,STEADY,0,0x0000,44.70,26.09,110.55,3.85,1,200,1,219
73000,730,PERIODIC,0x00,STEADY,0,0x0000,44.70,26.10,110.55,3.86,1,200,1,219
73100,731,PERIODIC,0x00,STEADY,0,0x0000,44.71,26.09,110.57,3.86,1,200,1,219
73200,732,PERIODIC,0x00,STEADY,0,0x0000,44.68,24.75,111.07,3.91,1,200,0,219
73300,733,PERIODIC,0x00,STEADY,0,0x0000,44.71,24.62,111.07,3.91,1,200,0,219
73400,734,PERIODIC,0x00,STEADY,0,0x0000,44.73,24.61,111.07,3.91,1,200,0,219
73500,735,PERIODIC,0x00,STEADY,0,0x0000,44.73,24.67,111.07,3.91,1,200,0,219
73600,736,PERIODIC,0x00,STEADY,0,0x0000,44.71,25.90,110.57,3.86,1,200,1,219
73700,737,PERIODIC,0x00,STEADY,0,0x0000,44.73,24.73,111.05,3.92,1,200,0,219
73800,738,PERIODIC,0x00,STEADY,0,0x0000,44.73,26.02,110.55,3.86,1,200,1,219
73900,739,PERIODIC,0x00,STEADY,0,0x0000,44.71,26.00,110.54,3.87,1,200,1,219
74000,740,PERIODIC,0x00,STEADY,0,0x0000,44.71,26.02,110.52,3.88,1,200,1,219
74100,741,PERIODIC,0x00,STEADY,0,0x0000,44.72,24.87,111.00,3.95,1,200,0,219
74200,742,PERIODIC,0x00,STEADY,0,0x0000,44.70,24.87,111.02,3.95,1,200,0,219
74300,743,PERIODIC,0x00,STEADY,0,0x0000,44.72,24.82,111.02,3.96,1,200,0,219
74400,744,PERIODIC,0x00,STEADY,0,0x0000,44.73,24.90,111.02,3.96,1,200,0,219
74500,745,PERIODIC,0x00,STEADY,0,0x0000,44.71,26.06,110.54,3.90,1,200,1,219
74600,746,PERIODIC,0x00,STEADY,0,0x0000,44.73,24.74,111.03,3.96,1,200,0,219
74700,747,PERIODIC,0x00,STEADY,0,0x0000,44.75,26.00,110.52,3.89,1,200,1,219
74800,748,PERIODIC,0x00,STEADY,0,0x0000,44.75,26.04,110.54,3.89,1,200,1,219
74900,749,PERIODIC,0x00,STEADY,0,0x0000,44.74,25.96,110.57,3.89,1,200,1,219
75000,750,PERIODIC,0x00,STEADY,1,0x0000,44.77,24.70,111.05,3.96,1,200,0,219
75100,751,PERIODIC,0x00,STEADY,1,0x0000,44.75,24.64,111.06,3.95,1,200,0,220
75200,752,PERIODIC,0x00,STEADY,1,0x0000,44.77,24.58,111.05,3.95,1,200,0,220
75300,753,PERIODIC,0x00,STEADY,1,0x0000,44.75,24.54,111.05,3.95,1,200,0,221
75400,754,PERIODIC,0x00,STEADY,1,0x0000,44.73,25.87,110.54,3.90,1,200,1,221
75500,755,PERIODIC,0x00,STEADY,1,0x0000,44.74,24.59,111.05,3.96,1,200,0,222
75600,756,PERIODIC,0x00,STEADY,1,0x0000,44.73,25.82,110.52,3.89,1,200,1,222
75700,757,PERIODIC,0x00,STEADY,1,0x0000,44.70,25.82,110.52,3.90,1,200,1,223
75800,758,PERIODIC,0x00,STEADY,1,0x0000,44.67,25.84,110.53,3.91,1,200,1,223
75900,759,PERIODIC,0x00,STEADY,1,0x0000,44.67,24.59,111.03,3.98,1,200,0,224
76000,760,PERIODIC,0x00,STEADY,1,0x0000,44.68,24.58,111.01,3.99,1,200,0,225
76100,761,PERIODIC,0x00,STEADY,1,0x0000,44.69,24.67,111.02,4.00,1,200,0,225
76200,762,PERIODIC,0x00,STEADY,1,0x0000,44.70,24.60,111.03,3.99,1,200,0,226
76300,763,PERIODIC,0x00,STEADY,1,0x0000,44.68,25.83,110.54,3.94,1,200,1,226
76400,764,PERIODIC,0x00,STEADY,1,0x0000,44.72,24.55,111.04,4.00,1,200,0,227
76500,765,PERIODIC,0x00,STEADY,1,0x0000,44.75,25.84,110.53,3.94,1,200,1,227
76600,766,PERIODIC,0x00,STEADY,1,0x0000,44.79,25.79,110.54,3.94,1,200,1,228
76700,767,PERIODIC,0x00,STEADY,1,0x0000,44.82,25.83,110.53,3.93,1,200,1,228
76800,768,PERIODIC,0x00,STEADY,1,0x0000,44.80,24.59,111.04,3.98,1,200,0,229
76900,769,PERIODIC,0x00,STEADY,1,0x0000,44.82,24.62,111.02,3.98,1,200,0,229
77000,770,PERIODIC,0x00,STEADY,1,0x0000,44.84,24.67,111.01,3.98,1,200,0,230
77100,771,PERIODIC,0x00,STEADY,1,0x0000,44.85,24.66,111.02,3.99,1,200,0,231
77200,772,PERIODIC,0x00,STEADY,1,0x0000,44.84,25.97,110.54,3.95,1,200,1,231
77300,773,PERIODIC,0x00,STEADY,1,0x0000,44.83,24.69,111.02,4.00,1,200,0,232
77400,774,PERIODIC,0x00,STEADY,1,0x0000,44.83,25.95,110.52,3.93,1,200,1,233
77500,775,PERIODIC,0x00,STEADY,1,0x0000,44.84,25.86,110.52,3.94,1,200,1,233
77600,776,PERIODIC,0x00,STEADY,1,0x0000,44.86,25.82,110.54,3.94,1,200,1,234
77700,777,PERIODIC,0x00,STEADY,1,0x0000,44.84,24.56,111.04,4.02,1,200,0,234
77800,778,PERIODIC,0x00,STEADY,1,0x0000,44.85,24.58,111.04,4.02,1,200,0,235
77900,779,PERIODIC,0x00,STEADY,1,0x0000,44.84,24.56,111.04,4.02,1,200,0,235
78000,780,PERIODIC,0x00,STEADY,1,0x0000,44.86,24.48,111.04,4.02,1,200,0,236
78100,781,PERIODIC,0x00,STEADY,1,0x0000,44.88,25.73,110.55,3.96,1,200,1,236
78200,782,PERIODIC,0x00,STEADY,1,0x0000,44.88,24.43,111.04,4.04,1,200,0,237
78300,783,PERIODIC,0x00,STEADY,1,0x0000,44.85,25.76,110.52,3.97,1,200,1,237
78400,784,PERIODIC,0x00,STEADY,1,0x0000,44.83,25.79,110.52,3.98,1,200,1,238
78500,785,PERIODIC,0x00,STEADY,1,0x0000,44.85,25.71,110.54,3.96,1,200,1,238
78600,786,PERIODIC,0x00,STEADY,1,0x0000,44.85,24.35,111.03,4.02,1,200,0,239
78700,787,PERIODIC,0x00,STEADY,1,0x0000,44.86,24.42,111.02,4.01,1,200,0,239
78800,788,PERIODIC,0x00,STEADY,1,0x0000,44.85,24.37,111.02,4.00,1,200,0,240
78900,789,PERIODIC,0x00,STEADY,1,0x0000,44.82,24.45,110.99,4.00,1,200,0,240
79000,790,PERIODIC,0x00,STEADY,1,0x0000,44.82,25.69,110.52,3.94,1,200,1,241
79100,791,PERIODIC,0x00,STEADY,1,0x0000,44.82,24.41,111.03,4.00,1,200,0,242
79200,792,PERIODIC,0x00,STEADY,1,0x0000,44.81,25.60,110.52,3.93,1,200,1,242
79300,793,PERIODIC,0x00,STEADY,1,0x0000,44.82,25.72,110.50,3.93,1,200,1,243
79400,794,PERIODIC,0x00,STEADY,1,0x0000,44.81,25.77,110.51,3.93,1,200,1,243
79500,795,PERIODIC,0x00,STEADY,1,0x0000,44.79,24.43,111.05,4.00,1,200,0,244
79600,796,PERIODIC,0x00,STEADY,1,0x0000,44.82,24.49,111.03,4.00,1,200,0,244
79700,797,PERIODIC,0x00,STEADY,1,0x0000,44.86,24.47,111.06,4.00,1,200,0,245
79800,798,PERIODIC,0x00,STEADY,1,0x0000,44.89,24.54,111.05,4.00,1,200,0,245
79900,799,PERIODIC,0x00,STEADY,1,0x0000,44.88,25.77,110.56,3.95,1,200,1,246
80000,800,PERIODIC,0x00,STEADY,0,0x0000,44.88,24.57,111.07,4.01,1,200,0,246
80100,801,PERIODIC,0x00,STEADY,0,0x0000,44.89,25.70,110.59,3.94,1,200,1,246
80200,802,PERIODIC,0x00,STEADY,0,0x0000,44.90,25.70,110.58,3.94,1,200,1,246
80300,803,PERIODIC,0x00,STEADY,0,0x0000,44.93,25.86,110.55,3.94,1,200,1,247
80400,804,PERIODIC,0x00,STEADY,0,0x0000,44.89,24.63,111.08,4.02,1,200,0,247
80500,805,PERIODIC,0x00,STEADY,0,0x0000,44.88,24.57,111.04,4.02,1,200,0,247
80600,806,PERIODIC,0x00,STEADY,0,0x0000,44.89,24.52,111.04,4.02,1,200,0,247
80700,807,PERIODIC,0x00,STEADY,0,0x0000,44.89,24.55,111.04,4.01,1,200,0,247
80800,808,PERIODIC,0x00,STEADY,0,0x0000,44.88,25.82,110.52,3.96,1,200,1,248
80900,809,PERIODIC,0x00,STEADY,0,0x0000,44.87,24.61,111.00,4.02,1,200,0,248
81000,810,PERIODIC,0x00,STEADY,0,0x0000,44.88,25.84,110.51,3.96,1,200,1,248
81100,811,PERIODIC,0x00,STEADY,0,0x0000,44.89,25.68,110.52,3.96,1,200,1,248
81200,812,PERIODIC,0x00,STEADY,0,0x0000,44.92,25.69,110.52,3.95,1,200,1,248
81300,813,PERIODIC,0x00,STEADY,0,0x0000,44.91,24.38,111.03,4.02,1,200,0,248
81400,814,PERIODIC,0x00,STEADY,0,0x0000,44.87,24.39,111.02,4.02,1,200,0,248
81500,815,PERIODIC,0x00,STEADY,0,0x0000,44.89,24.39,111.03,4.01,1,200,0,248
81600,816,PERIODIC,0x00,STEADY,0,0x0000,44.92,24.40,111.06,3.99,1,200,0,248
81700,817,PERIODIC,0x00,STEADY,0,0x0000,44.94,25.59,110.57,3.93,1,200,1,248
81800,818,PERIODIC,0x00,STEADY,0,0x0000,44.89,24.35,111.04,3.99,1,200,0,248
81900,819,PERIODIC,0x00,STEADY,0,0x0000,44.89,25.67,110.54,3.90,1,200,1,249
82000,820,PERIODIC,0x00,STEADY,0,0x0000,44.90,25.66,110.52,3.89,1,200,1,249
82100,821,PERIODIC,0x00,STEADY,0,0x0000,44.92,25.86,110.52,3.89,1,200,1,249
82200,822,PERIODIC,0x00,STEADY,0,0x0000,44.95,24.61,111.01,3.95,1,200,0,250
82300,823,PERIODIC,0x00,STEADY,0,0x0000,44.95,24.59,111.00,3.96,1,200,0,250
82400,824,PERIODIC,0x00,STEADY,0,0x0000,44.95,24.65,110.98,3.96,1,200,0,250
82500,825,PERIODIC,0x00,STEADY,0,0x0000,44.93,24.74,110.98,3.95,1,200,0,250
82600,826,PERIODIC,0x00,STEADY,0,0x0000,44.99,25.98,110.49,3.88,1,200,1,250
82700,827,PERIODIC,0x00,STEADY,0,0x0000,45.00,24.72,110.97,3.95,1,200,0,250
82800,828,PERIODIC,0x00,STEADY,0,0x0000,45.00,25.97,110.49,3.89,1,200,1,250
82900,829,PERIODIC,0x00,STEADY,0,0x0000,45.00,25.86,110.49,3.89,1,200,1,251
83000,830,PERIODIC,0x00,STEADY,0,0x0000,44.96,25.91,110.49,3.89,1,200,1,251
83100,831,PERIODIC,0x00,STEADY,0,0x0000,44.96,24.71,110.99,3.96,1,200,0,251
83200,832,PERIODIC,0x00,STEADY,0,0x0000,44.97,24.62,110.97,3.96,1,200,0,251
83300,833,PERIODIC,0x00,STEADY,0,0x0000,44.99,24.61,110.97,3.96,1,200,0,251
83400,834,PERIODIC,0x00,STEADY,0,0x0000,44.99,24.56,110.95,3.98,1,200,0,251
83500,835,PERIODIC,0x00,STEADY,0,0x0000,44.98,25.72,110.45,3.91,1,200,1,251
83600,836,PERIODIC,0x00,STEADY,0,0x0000,44.98,24.47,110.94,3.96,1,200,0,251
83700,837,PERIODIC,0x00,STEADY,0,0x0000,45.01,25.76,110.45,3.89,1,200,1,251
83800,838,PERIODIC,0x00,STEADY,0,0x0000,45.03,25.73,110.45,3.89,1,200,1,251
83900,839,PERIODIC,0x00,STEADY,0,0x0000,45.04,25.70,110.44,3.88,1,200,1,251
84000,840,PERIODIC,0x00,STEADY,0,0x0000,45.03,24.49,110.96,3.93,1,200,0,251
84100,841,PERIODIC,0x00,STEADY,0,0x0000,45.01,24.36,110.95,3.94,1,200,0,251
84200,842,PERIODIC,0x00,STEADY,0,0x0000,45.00,24.45,110.96,3.93,1,200,0,251
84300,843,PERIODIC,0x00,STEADY,0,0x0000,45.04,24.48,110.97,3.93,1,200,0,251
84400,844,PERIODIC,0x00,STEADY,0,0x0000,45.04,25.61,110.46,3.88,1,200,1,251
84500,845,PERIODIC,0x00,STEADY,0,0x0000,45.01,24.28,110.95,3.95,1,200,0,251
84600,846,PERIODIC,0x00,STEADY,0,0x0000,45.03,25.48,110.45,3.88,1,200,1,251
84700,847,PERIODIC,0x00,STEADY,0,0x0000,45.04,25.48,110.46,3.88,1,200,1,251
84800,848,PERIODIC,0x00,STEADY,0,0x0000,45.04,25.41,110.45,3.88,1,200,1,252
84900,849,PERIODIC,0x00,STEADY,0,0x0000,45.07,24.31,110.93,3.93,1,200,0,252
85000,850,PERIODIC,0x00,STEADY,1,0x0000,45.08,24.30,110.93,3.93,1,200,0,252
85100,851,PERIODIC,0x00,STEADY,1,0x0000,45.05,24.32,110.92,3.94,1,200,0,253
85200,852,PERIODIC,0x00,STEADY,1,0x0000,45.08,24.41,110.93,3.93,1,200,0,253
85300,853,PERIODIC,0x00,STEADY,1,0x0000,45.08,25.67,110.44,3.86,1,200,1,254
85400,854,PERIODIC,0x00,STEADY,1,0x0000,45.09,24.41,110.93,3.93,1,200,0,254
85500,855,PERIODIC,0x00,STEADY,1,0x0000,45.07,25.68,110.43,3.85,1,200,1,255
85600,856,PERIODIC,0x00,STEADY,1,0x0000,45.06,25.66,110.43,3.85,1,200,1,255
85700,857,PERIODIC,0x00,STEADY,1,0x0000,45.07,25.64,110.44,3.86,1,200,1,256
85800,858,PERIODIC,0x00,STEADY,1,0x0000,45.08,24.42,110.93,3.91,1,200,0,256
85900,859,PERIODIC,0x00,STEADY,1,0x0000,45.05,24.38,110.93,3.91,1,200,0,256
86000,860,PERIODIC,0x00,STEADY,1,0x0000,45.05,24.33,110.93,3.91,1,200,0,256
86100,861,PERIODIC,0x00,STEADY,1,0x0000,45.07,24.33,110.91,3.91,1,200,0,256
86200,862,PERIODIC,0x00,STEADY,1,0x0000,45.06,25.65,110.38,3.86,1,200,1,256
86300,863,PERIODIC,0x00,STEADY,1,0x0000,45.09,24.38,110.86,3.92,1,200,0,256
86400,864,PERIODIC,0x00,STEADY,1,0x0000,45.11,25.65,110.36,3.87,1,200,1,256
86500,865,PERIODIC,0x00,STEADY,1,0x0000,45.10,25.62,110.37,3.85,1,200,1,256
86600,866,PERIODIC,0x00,STEADY,1,0x0000,45.09,25.62,110.39,3.86,1,200,1,256
86700,867,PERIODIC,0x00,STEADY,1,0x0000,45.12,24.42,110.90,3.91,1,200,0,256
86800,868,PERIODIC,0x00,STEADY,1,0x0000,45.12,24.41,110.89,3.91,1,200,0,256
86900,869,PERIODIC,0x00,STEADY,1,0x0000,45.10,24.42,110.91,3.91,1,200,0,256
87000,870,PERIODIC,0x00,STEADY,1,0x0000,45.07,24.46,110.93,3.90,1,200,0,256
87100,871,PERIODIC,0x00,STEADY,1,0x0000,45.07,25.67,110.43,3.85,1,200,1,256
87200,872,PERIODIC,0x00,STEADY,1,0x0000,45.07,24.46,110.94,3.90,1,200,0,256
87300,873,PERIODIC,0x00,STEADY,1,0x0000,45.05,25.70,110.43,3.84,1,200,1,256
87400,874,PERIODIC,0x00,STEADY,1,0x0000,45.04,25.64,110.41,3.85,1,200,1,256
87500,875,PERIODIC,0x00,STEADY,1,0x0000,45.03,25.70,110.43,3.86,1,200,1,256
87600,876,PERIODIC,0x00,STEADY,1,0x0000,44.99,24.46,110.93,3.92,1,200,0,256
87700,877,PERIODIC,0x00,STEADY,1,0x0000,45.00,24.48,110.91,3.93,1,200,0,256
87800,878,PERIODIC,0x00,STEADY,1,0x0000,45.04,24.34,110.91,3.93,1,200,0,256
87900,879,PERIODIC,0x00,STEADY,1,0x0000,45.05,24.37,110.90,3.93,1,200,0,256
88000,880,PERIODIC,0x00,STEADY,1,0x0000,45.07,25.57,110.38,3.86,1,200,1,256
88100,881,PERIODIC,0x00,STEADY,1,0x0000,45.07,24.36,110.88,3.92,1,200,0,256
88200,882,PERIODIC,0x00,STEADY,1,0x0000,45.12,25.62,110.39,3.85,1,200,1,256
88300,883,PERIODIC,0x00,STEADY,1,0x0000,45.14,25.56,110.38,3.85,1,200,1,256
88400,884,PERIODIC,0x00,STEADY,1,0x0000,45.19,25.60,110.39,3.86,1,200,1,256
88500,885,PERIODIC,0x00,STEADY,1,0x0000,45.20,24.32,110.89,3.91,1,200,0,256
88600,886,PERIODIC,0x00,STEADY,1,0x0000,45.18,24.39,110.92,3.91,1,200,0,256
88700,887,PERIODIC,0x00,STEADY,1,0x0000,45.18,24.39,110.95,3.92,1,200,0,256
88800,888,PERIODIC,0x00,STEADY,1,0x0000,45.19,24.45,110.97,3.92,1,200,0,256
