ts_ms,tick,event_type,event_code,fsm_state,proto_id,alarms_mask,temp_C,moist_pct,press_kPa,vib,heater_en,fan_pwm,valve,fifo_occ_after_push
0,0,PERIODIC,0x00,IDLE,0,0x0000,3.48,6.83,12.60,0.27,0,30,0,1
100,1,PERIODIC,0x00,IDLE,0,0x0000,6.98,13.37,25.36,0.55,0,30,0,1
200,2,PERIODIC,0x00,IDLE,0,0x0000,10.50,19.91,38.12,0.85,0,30,0,1
300,3,PERIODIC,0x00,IDLE,0,0x0000,14.00,26.35,50.88,1.14,0,30,0,1
400,4,PERIODIC,0x00,RAMP,0,0x0000,17.49,32.80,63.67,1.44,0,30,0,1
500,5,PERIODIC,0x00,RAMP,0,0x0000,20.98,39.28,76.45,1.73,1,160,0,1
600,6,PERIODIC,0x00,RAMP,0,0x0000,26.36,43.57,89.86,2.16,1,160,0,1
700,7,PERIODIC,0x00,RAMP,0,0x0000,31.71,47.90,103.27,2.59,1,160,0,1
800,8,PERIODIC,0x00,RAMP,0,0x0000,33.64,45.35,104.08,2.75,1,160,0,1
900,9,PERIODIC,0x00,RAMP,0,0x0000,35.54,43.11,104.73,2.89,1,160,0,1
1000,10,PERIODIC,0x00,RAMP,0,0x0000,37.43,40.89,105.39,3.03,1,160,0,1
1100,11,PERIODIC,0x00,RAMP,0,0x0000,39.31,38.73,106.03,3.16,1,160,0,1
1200,12,PERIODIC,0x00,RAMP,0,0x0000,41.24,36.54,106.65,3.29,1,160,0,1
1300,13,PERIODIC,0x00,RAMP,0,0x0000,43.14,34.33,107.27,3.42,1,160,0,2
1400,14,PERIODIC,0x00,RAMP,0,0x0000,43.15,34.27,107.27,3.42,1,160,0,2
1500,15,PERIODIC,0x00,RAMP,0,0x0000,43.17,34.27,107.25,3.41,1,160,0,2
1600,16,PERIODIC,0x00,RAMP,0,0x0000,43.16,34.23,107.25,3.41,1,160,0,2
1700,17,PERIODIC,0x00,RAMP,0,0x0000,43.13,34.27,107.26,3.41,1,160,0,2
1800,18,PERIODIC,0x00,RAMP,0,0x0000,43.14,34.25,107.23,3.40,1,160,0,2
1900,19,PERIODIC,0x00,RAMP,0,0x0000,43.16,34.27,107.25,3.40,1,160,0,2
2000,20,PERIODIC,0x00,RAMP,0,0x0000,43.17,34.29,107.25,3.39,1,160,0,3
2100,21,PERIODIC,0x00,RAMP,0,0x0000,43.19,34.30,107.30,3.39,1,160,0,3
2200,22,PERIODIC,0x00,RAMP,0,0x0000,43.20,34.36,107.29,3.40,1,160,0,3
2300,23,PERIODIC,0x00,RAMP,0,0x0000,43.20,34.38,107.30,3.40,1,160,0,3
2400,24,PERIODIC,0x00,STEADY,0,0x0000,43.22,34.40,107.29,3.40,1,160,0,3
2500,25,PERIODIC,0x00,STEADY,0,0x0000,43.21,34.38,107.29,3.42,1,200,1,3
2600,26,PERIODIC,0x00,STEADY,0,0x0000,43.47,32.62,108.01,3.54,1,200,1,3
2700,27,PERIODIC,0x00,STEADY,0,0x0000,43.72,30.92,108.71,3.64,1,200,1,3
2800,28,PERIODIC,0x00,STEADY,0,0x0000,43.96,29.22,109.42,3.74,1,200,1,3
2900,29,PERIODIC,0x00,STEADY,0,0x0000,44.23,27.50,110.09,3.85,1,200,1,3
3000,30,PERIODIC,0x00,STEADY,0,0x0000,44.49,25.74,110.80,3.95,1,200,1,3
3100,31,PERIODIC,0x00,STEADY,0,0x0000,44.76,23.97,111.49,4.07,1,200,0,3
3200,32,PERIODIC,0x00,STEADY,0,0x0000,45.02,23.49,111.71,4.11,1,200,0,3
3300,33,PERIODIC,0x00,STEADY,0,0x0000,45.33,23.03,111.92,4.14,1,200,0,3
3400,34,PERIODIC,0x00,STEADY,0,0x0000,45.32,24.25,111.42,4.08,1,200,0,3
3500,35,PERIODIC,0x00,STEADY,0,0x0000,45.32,25.48,110.88,4.02,1,200,1,3
3600,36,PERIODIC,0x00,STEADY,0,0x0000,45.31,25.46,110.88,4.02,1,200,1,4
3700,37,PERIODIC,0x00,STEADY,0,0x0000,45.32,25.48,110.89,4.02,1,200,1,5
3800,38,PERIODIC,0x00,STEADY,0,0x0000,45.32,25.58,110.88,4.02,1,200,1,5
3900,39,PERIODIC,0x00,STEADY,0,0x0000,45.35,25.64,110.88,4.02,1,200,1,5
4000,40,PERIODIC,0x00,STEADY,0,0x0000,45.35,24.45,111.38,4.07,1,200,0,5
4100,41,PERIODIC,0x00,STEADY,0,0x0000,45.32,24.41,111.37,4.09,1,200,0,5
4200,42,PERIODIC,0x00,STEADY,0,0x0000,45.33,24.41,111.38,4.08,1,200,0,5
4300,43,PERIODIC,0x00,STEADY,0,0x0000,45.35,24.37,111.41,4.09,1,200,0,5
4400,44,PERIODIC,0x00,STEADY,0,0x0000,45.37,25.70,110.89,4.02,1,200,1,5
4500,45,PERIODIC,0x00,STEADY,0,0x0000,45.39,25.70,110.91,4.03,1,200,1,5
4600,46,PERIODIC,0x00,STEADY,0,0x0000,45.39,25.57,110.93,4.03,1,200,1,5
4700,47,PERIODIC,0x00,STEADY,0,0x0000,45.40,25.49,110.94,4.04,1,200,1,5
4800,48,PERIODIC,0x00,STEADY,0,0x0000,45.39,25.48,110.94,4.02,1,200,1,5
4900,49,PERIODIC,0x00,STEADY,0,0x0000,45.41,24.19,111.46,4.08,1,200,0,5
5000,50,PERIODIC,0x00,STEADY,1,0x0000,45.41,24.19,111.45,4.07,1,200,0,6
5100,51,PERIODIC,0x00,STEADY,1,0x0000,45.41,24.23,111.45,4.07,1,200,0,7
5200,52,PERIODIC,0x00,STEADY,1,0x0000,45.39,24.12,111.46,4.07,1,200,0,7
5300,53,PERIODIC,0x00,STEADY,1,0x0000,45.39,25.41,110.94,4.00,1,200,1,8
5400,54,PERIODIC,0x00,STEADY,1,0x0000,45.36,25.49,110.91,3.99,1,200,1,8
5500,55,PERIODIC,0x00,STEADY,1,0x0000,45.34,25.52,110.92,3.99,1,200,1,9
5600,56,PERIODIC,0x00,STEADY,1,0x0000,45.37,25.54,110.95,4.00,1,200,1,9
5700,57,PERIODIC,0x00,STEADY,1,0x0000,45.36,25.57,110.96,3.99,1,200,1,10
5800,58,PERIODIC,0x00,STEADY,1,0x0000,45.38,24.39,111.47,4.06,1,200,0,11
5900,59,PERIODIC,0x00,STEADY,1,0x0000,45.39,24.38,111.47,4.06,1,200,0,11
6000,60,PERIODIC,0x00,STEADY,1,0x0000,45.40,24.50,111.45,4.05,1,200,0,12
6100,61,PERIODIC,0x00,STEADY,1,0x0000,45.39,24.49,111.45,4.06,1,200,0,12
6200,62,PERIODIC,0x00,STEADY,1,0x0000,45.43,25.74,110.97,4.01,1,200,1,13
6300,63,PERIODIC,0x00,STEADY,1,0x0000,45.46,25.78,110.96,4.00,1,200,1,13
6400,64,PERIODIC,0x00,STEADY,1,0x0000,45.44,25.75,110.95,4.01,1,200,1,14
6500,65,PERIODIC,0x00,STEADY,1,0x0000,45.45,25.79,110.93,4.02,1,200,1,14
6600,66,PERIODIC,0x00,STEADY,1,0x0000,45.43,25.77,110.91,4.02,1,200,1,15
6700,67,PERIODIC,0x00,STEADY,1,0x0000,45.43,24.52,111.41,4.08,1,200,0,15
6800,68,PERIODIC,0x00,STEADY,1,0x0000,45.43,24.49,111.43,4.08,1,200,0,16
6900,69,PERIODIC,0x00,STEADY,1,0x0000,45.44,24.51,111.44,4.06,1,200,0,16
7000,70,PERIODIC,0x00,STEADY,1,0x0000,45.45,24.51,111.44,4.06,1,200,0,17
7100,71,PERIODIC,0x00,STEADY,1,0x0000,45.43,25.79,110.94,4.00,1,200,1,17
7200,72,PERIODIC,0x00,STEADY,1,0x0000,45.43,25.78,110.92,3.98,1,200,1,18
7300,73,PERIODIC,0x00,STEADY,1,0x0000,45.44,25.79,110.93,3.97,1,200,1,18
7400,74,PERIODIC,0x00,STEADY,1,0x0000,45.45,25.79,110.94,3.97,1,200,1,19
7500,75,PERIODIC,0x00,STEADY,1,0x0000,45.44,25.82,110.96,3.97,1,200,1,19
7600,76,PERIODIC,0x00,STEADY,1,0x0000,45.42,24.50,111.46,4.03,1,200,0,20
7700,77,PERIODIC,0x00,STEADY,1,0x0000,45.42,24.50,111.46,4.03,1,200,0,20
7800,78,PERIODIC,0x00,STEADY,1,0x0000,45.42,24.51,111.47,4.03,1,200,0,21
7900,79,PERIODIC,0x00,STEADY,1,0x0000,45.41,24.50,111.47,4.03,1,200,0,21
8000,80,PERIODIC,0x00,STEADY,1,0x0000,45.43,25.84,110.99,3.97,1,200,1,22
8100,81,PERIODIC,0x00,STEADY,1,0x0000,45.41,25.77,111.02,3.97,1,200,1,22
8200,82,PERIODIC,0x00,STEADY,1,0x0000,45.43,25.73,111.03,3.96,1,200,1,23
8300,83,PERIODIC,0x00,STEADY,1,0x0000,45.42,25.73,111.02,3.96,1,200,1,23
8400,84,PERIODIC,0x00,STEADY,1,0x0000,45.47,25.81,111.03,3.95,1,200,1,24
8500,85,PERIODIC,0x00,STEADY,1,0x0000,45.48,24.45,111.51,4.02,1,200,0,24
8600,86,PERIODIC,0x00,STEADY,1,0x0000,45.48,24.50,111.50,4.01,1,200,0,25
8700,87,PERIODIC,0x00,STEADY,1,0x0000,45.50,24.52,111.50,4.00,1,200,0,26
8800,88,PERIODIC,0x00,STEADY,1,0x0000,45.52,24.42,111.49,4.00,1,200,0,27
8900,89,PERIODIC,0x00,STEADY,1,0x0000,45.53,25.72,110.96,3.93,1,200,1,27
9000,90,PERIODIC,0x00,STEADY,1,0x0000,45.50,25.79,110.95,3.94,1,200,1,28
9100,91,PERIODIC,0x00,STEADY,1,0x0000,45.50,25.77,110.96,3.94,1,200,1,28
9200,92,PERIODIC,0x00,STEADY,1,0x0000,45.46,25.78,110.95,3.95,1,200,1,29
9300,93,PERIODIC,0x00,STEADY,1,0x0000,45.48,25.80,110.97,3.94,1,200,1,30
9400,94,PERIODIC,0x00,STEADY,1,0x0000,45.48,24.47,111.50,4.00,1,200,0,30
9500,95,PERIODIC,0x00,STEADY,1,0x0000,45.48,24.50,111.52,3.99,1,200,0,31
9600,96,PERIODIC,0x00,STEADY,1,0x0000,45.46,24.59,111.53,3.98,1,200,0,31
9700,97,PERIODIC,0x00,STEADY,1,0x0000,45.46,24.68,111.55,3.98,1,200,0,32
9800,98,PERIODIC,0x00,STEADY,1,0x0000,45.48,25.97,111.06,3.91,1,200,1,32
9900,99,PERIODIC,0x00,STEADY,1,0x0000,45.49,26.01,111.05,3.91,1,200,1,33
10000,100,PERIODIC,0x00,STEADY,0,0x0000,45.50,25.98,111.05,3.89,1,200,1,33
10100,101,PERIODIC,0x00,STEADY,0,0x0000,45.48,26.07,111.05,3.90,1,200,1,33
10200,102,PERIODIC,0x00,STEADY,0,0x0000,45.48,26.19,111.02,3.90,1,200,1,33
10300,103,PERIODIC,0x00,STEADY,0,0x0000,45.48,24.84,111.51,3.96,1,200,0,33
10400,104,PERIODIC,0x00,STEADY,0,0x0000,45.51,24.79,111.49,3.96,1,200,0,33
10500,105,PERIODIC,0x00,STEADY,0,0x0000,45.51,24.71,111.47,3.97,1,200,0,33
10600,106,PERIODIC,0x00,STEADY,0,0x0000,45.49,24.68,111.49,3.97,1,200,0,33
10700,107,PERIODIC,0x00,STEADY,0,0x0000,45.51,25.88,110.98,3.90,1,200,1,33
10800,108,PERIODIC,0x00,STEADY,0,0x0000,45.54,25.93,111.01,3.91,1,200,1,34
10900,109,PERIODIC,0x00,STEADY,0,0x0000,45.54,25.84,110.99,3.90,1,200,1,34
11000,110,PERIODIC,0x00,STEADY,0,0x0000,45.54,25.81,111.00,3.90,1,200,1,34
11100,111,PERIODIC,0x00,STEADY,0,0x0000,45.56,25.80,111.01,3.90,1,200,1,34
11200,112,PERIODIC,0x00,STEADY,0,0x0000,45.56,24.59,111.51,3.97,1,200,0,34
11300,113,PERIODIC,0x00,STEADY,0,0x0000,45.54,24.54,111.51,3.97,1,200,0,34
11400,114,PERIODIC,0x00,STEADY,0,0x0000,45.53,24.60,111.51,3.97,1,200,0,34
11500,115,PERIODIC,0x00,STEADY,0,0x0000,45.53,24.68,111.52,3.97,1,200,0,35
11600,116,PERIODIC,0x00,STEADY,0,0x0000,45.50,25.94,111.01,3.91,1,200,1,36
11700,117,PERIODIC,0x00,STEADY,0,0x0000,45.52,26.02,111.02,3.92,1,200,1,36
11800,118,PERIODIC,0x00,STEADY,0,0x0000,45.53,25.93,111.04,3.92,1,200,1,36
11900,119,PERIODIC,0x00,STEADY,0,0x0000,45.52,25.96,111.04,3.93,1,200,1,36
12000,120,PERIODIC,0x00,STEADY,0,0x0000,45.51,25.94,111.03,3.93,1,200,1,36
12100,121,PERIODIC,0x00,STEADY,0,0x0000,45.51,24.75,111.53,3.99,1,200,0,37
12200,122,PERIODIC,0x00,STEADY,0,0x0000,45.55,24.76,111.52,3.98,1,200,0,37
12300,123,PERIODIC,0x00,STEADY,0,0x0000,45.59,24.73,111.50,3.99,1,200,0,37
12400,124,PERIODIC,0x00,STEADY,0,0x0000,45.61,24.76,111.52,3.98,1,200,0,37
12500,125,PERIODIC,0x00,STEADY,0,0x0000,45.61,26.04,111.02,3.92,1,200,1,37
12600,126,PERIODIC,0x00,STEADY,0,0x0000,45.60,26.07,111.04,3.93,1,200,1,37
12700,127,PERIODIC,0x00,STEADY,0,0x0000,45.58,26.07,111.03,3.92,1,200,1,37
12800,128,PERIODIC,0x00,STEADY,0,0x0000,45.54,26.04,111.03,3.92,1,200,1,37
12900,129,PERIODIC,0x00,STEADY,0,0x0000,45.56,26.04,111.03,3.92,1,200,1,37
13000,130,PERIODIC,0x00,STEADY,0,0x0000,45.57,24.75,111.53,3.98,1,200,0,37
13100,131,PERIODIC,0x00,STEADY,0,0x0000,45.56,24.76,111.53,3.99,1,200,0,37
13200,132,PERIODIC,0x00,STEADY,0,0x0000,45.55,24.67,111.52,3.99,1,200,0,37
13300,133,PERIODIC,0x00,STEADY,0,0x0000,45.55,24.66,111.51,3.99,1,200,0,38
13400,134,PERIODIC,0x00,STEADY,0,0x0000,45.57,25.92,111.00,3.93,1,200,1,38
13500,135,PERIODIC,0x00,STEADY,0,0x0000,45.57,25.88,111.00,3.93,1,200,1,38
13600,136,PERIODIC,0x00,STEADY,0,0x0000,45.61,25.88,111.02,3.93,1,200,1,38
13700,137,PERIODIC,0x00,STEADY,0,0x0000,45.60,25.88,111.03,3.93,1,200,1,38
13800,138,PERIODIC,0x00,STEADY,0,0x0000,45.59,25.85,111.02,3.94,1,200,1,38
13900,139,PERIODIC,0x00,STEADY,0,0x0000,45.57,24.59,111.51,4.00,1,200,0,38
14000,140,PERIODIC,0x00,STEADY,0,0x0000,45.56,24.57,111.49,4.00,1,200,0,38
14100,141,PERIODIC,0x00,STEADY,0,0x0000,45.58,24.65,111.49,4.00,1,200,0,38
14200,142,PERIODIC,0x00,STEADY,0,0x0000,45.57,24.61,111.47,3.99,1,200,0,38
14300,143,PERIODIC,0x00,STEADY,0,0x0000,45.57,25.89,110.97,3.94,1,200,1,38
14400,144,PERIODIC,0x00,STEADY,0,0x0000,45.59,25.92,110.98,3.95,1,200,1,38
14500,145,PERIODIC,0x00,STEADY,0,0x0000,45.62,25.99,110.99,3.95,1,200,1,38
14600,146,PERIODIC,0x00,STEADY,0,0x0000,45.62,26.04,111.00,3.95,1,200,1,38
14700,147,PERIODIC,0x00,STEADY,0,0x0000,45.66,26.10,111.02,3.96,1,200,1,39
14800,148,PERIODIC,0x00,STEADY,0,0x0000,45.68,24.86,111.55,4.03,1,200,0,39
14900,149,PERIODIC,0x00,STEADY,0,0x0000,45.67,24.79,111.54,4.03,1,200,0,39
15000,150,PERIODIC,0x00,STEADY,1,0x0000,45.67,24.84,111.54,4.04,1,200,0,39
15100,151,PERIODIC,0x00,STEADY,1,0x0000,45.71,24.91,111.53,4.02,1,200,0,40
15200,152,PERIODIC,0x00,STEADY,1,0x0000,45.71,26.25,111.01,3.96,1,200,1,40
15300,153,PERIODIC,0x00,STEADY,1,0x0000,45.68,26.22,111.03,3.97,1,200,1,41
15400,154,PERIODIC,0x00,STEADY,1,0x0000,45.66,26.23,111.04,3.98,1,200,1,41
15500,155,PERIODIC,0x00,STEADY,1,0x0000,45.64,26.19,111.00,3.97,1,200,1,42
15600,156,PERIODIC,0x00,STEADY,1,0x0000,45.64,26.23,111.00,3.98,1,200,1,42
15700,157,PERIODIC,0x00,STEADY,1,0x0000,45.66,24.92,111.53,4.05,1,200,0,43
15800,158,PERIODIC,0x00,STEADY,1,0x0000,45.65,24.91,111.54,4.06,1,200,0,43
15900,159,PERIODIC,0x00,STEADY,1,0x0000,45.63,24.87,111.54,4.07,1,200,0,44
16000,160,PERIODIC,0x00,STEADY,1,0x0000,45.64,24.89,111.54,4.06,1,200,0,44
16100,161,PERIODIC,0x00,STEADY,1,0x0000,45.61,26.12,111.02,4.00,1,200,1,45
16200,162,PERIODIC,0x00,STEADY,1,0x0000,45.61,26.13,111.03,3.99,1,200,1,45
16300,163,PERIODIC,0x00,STEADY,1,0x0000,45.62,26.16,111.07,3.99,1,200,1,46
16400,164,PERIODIC,0x00,STEADY,1,0x0000,45.62,26.16,111.06,3.99,1,200,1,47
16500,165,PERIODIC,0x00,STEADY,1,0x0000,45.62,26.19,111.03,3.98,1,200,1,47
16600,166,PERIODIC,0x00,STEADY,1,0x0000,45.62,24.91,111.54,4.05,1,200,0,48
16700,167,PERIODIC,0x00,STEADY,1,0x0000,45.62,24.98,111.56,4.05,1,200,0,48
16800,168,PERIODIC,0x00,STEADY,1,0x0000,45.62,24.96,111.54,4.07,1,200,0,49
16900,169,PERIODIC,0x00,STEADY,1,0x0000,45.65,24.91,111.55,4.06,1,200,0,49
17000,170,PERIODIC,0x00,STEADY,1,0x0000,45.68,26.16,111.05,4.00,1,200,1,50
17100,171,PERIODIC,0x00,STEADY,1,0x0000,45.66,26.14,111.03,4.00,1,200,1,50
17200,172,PERIODIC,0x00,STEADY,1,0x0000,45.66,26.11,111.02,4.00,1,200,1,51
17300,173,PERIODIC,0x00,STEADY,1,0x0000,45.68,26.14,111.08,4.00,1,200,1,51
17400,174,PERIODIC,0x00,STEADY,1,0x0000,45.69,26.20,111.06,4.00,1,200,1,52
17500,175,PERIODIC,0x00,STEADY,1,0x0000,45.69,24.95,111.56,4.06,1,200,0,52
17600,176,PERIODIC,0x00,STEADY,1,0x0000,45.69,24.85,111.57,4.05,1,200,0,53
17700,177,PERIODIC,0x00,STEADY,1,0x0000,45.70,24.90,111.56,4.05,1,200,0,53
17800,178,PERIODIC,0x00,STEADY,1,0x0000,45.67,24.98,111.57,4.07,1,200,0,54
17900,179,PERIODIC,0x00,STEADY,1,0x0000,45.71,26.29,111.06,4.01,1,200,1,54
18000,180,PERIODIC,0x00,STEADY,1,0x0000,45.70,26.38,111.06,4.00,1,200,1,55
18100,181,PERIODIC,0x00,STEADY,1,0x0000,45.67,26.35,111.05,4.01,1,200,1,55
18200,182,PERIODIC,0x00,STEADY,1,0x0000,45.68,26.41,111.06,4.02,1,200,1,56
18300,183,PERIODIC,0x00,STEADY,1,0x0000,45.69,26.37,111.06,4.01,1,200,1,56
18400,184,PERIODIC,0x00,STEADY,1,0x0000,45.64,25.18,111.56,4.07,1,200,1,57
18500,185,PERIODIC,0x00,STEADY,1,0x0000,45.64,23.95,112.06,4.14,1,200,0,58
18600,186,PERIODIC,0x00,STEADY,1,0x0000,45.65,23.92,112.03,4.13,1,200,0,58
18700,187,PERIODIC,0x00,STEADY,1,0x0000,45.64,23.84,112.02,4.14,1,200,0,59
18800,188,PERIODIC,0x00,STEADY,1,0x0000,45.62,25.06,111.51,4.09,1,200,1,59
18900,189,PERIODIC,0x00,STEADY,1,0x0000,45.62,25.00,111.48,4.08,1,200,1,60
19000,190,PERIODIC,0x00,STEADY,1,0x0000,45.63,24.96,111.47,4.09,1,200,0,60
19100,191,PERIODIC,0x00,STEADY,1,0x0000,45.63,26.15,110.95,4.03,1,200,1,61
19200,192,PERIODIC,0x00,STEADY,1,0x0000,45.67,26.17,110.95,4.02,1,200,1,61
19300,193,PERIODIC,0x00,STEADY,1,0x0000,45.63,26.13,110.94,4.03,1,200,1,62
19400,194,PERIODIC,0x00,STEADY,1,0x0000,45.64,24.84,111.44,4.08,1,200,0,62
19500,195,PERIODIC,0x00,STEADY,1,0x0000,45.65,24.87,111.44,4.08,1,200,0,63
19600,196,PERIODIC,0x00,STEADY,1,0x0000,45.70,24.88,111.45,4.07,1,200,0,63
19700,197,PERIODIC,0x00,STEADY,1,0x0000,45.70,26.22,110.96,4.00,1,200,1,64
19800,198,PERIODIC,0x00,STEADY,1,0x0000,45.66,26.18,110.95,3.99,1,200,1,64
19900,199,PERIODIC,0x00,STEADY,1,0x0000,45.66,24.96,111.46,4.06,1,200,0,65
20000,200,PERIODIC,0x00,STEADY,0,0x0000,45.66,26.17,110.95,3.99,1,200,1,65
20100,201,PERIODIC,0x00,STEADY,0,0x0000,45.70,26.21,110.96,3.99,1,200,1,65
20200,202,PERIODIC,0x00,STEADY,0,0x0000,45.68,26.17,110.97,4.00,1,200,1,65
20300,203,PERIODIC,0x00,STEADY,0,0x0000,45.68,24.92,111.49,4.07,1,200,0,65
20400,204,PERIODIC,0x00,STEADY,0,0x0000,45.64,24.96,111.49,4.07,1,200,0,65
20500,205,PERIODIC,0x00,STEADY,0,0x0000,45.69,24.91,111.48,4.08,1,200,0,65
20600,206,PERIODIC,0x00,STEADY,0,0x0000,45.71,26.15,110.99,4.01,1,200,1,65
20700,207,PERIODIC,0x00,STEADY,0,0x0000,45.69,26.20,111.00,4.00,1,200,1,65
20800,208,PERIODIC,0x00,STEADY,0,0x0000,45.69,24.95,111.50,4.07,1,200,0,65
20900,209,PERIODIC,0x00,STEADY,0,0x0000,45.69,26.20,111.02,4.00,1,200,1,66
21000,210,PERIODIC,0x00,STEADY,0,0x0000,45.66,26.20,111.03,4.00,1,200,1,66
21100,211,PERIODIC,0x00,STEADY,0,0x0000,45.68,26.23,111.02,3.98,1,200,1,66
21200,212,PERIODIC,0x00,STEADY,0,0x0000,45.68,24.84,111.55,4.04,1,200,0,66
21300,213,PERIODIC,0x00,STEADY,0,0x0000,45.65,24.87,111.56,4.03,1,200,0,66
21400,214,PERIODIC,0x00,STEADY,0,0x0000,45.64,24.94,111.55,4.04,1,200,0,66
21500,215,PERIODIC,0x00,STEADY,0,0x0000,45.62,26.18,111.06,3.98,1,200,1,66
21600,216,PERIODIC,0x00,STEADY,0,0x0000,45.63,26.25,111.04,3.97,1,200,1,66
21700,217,PERIODIC,0x00,STEADY,0,0x0000,45.59,24.98,111.54,4.03,1,200,0,66
21800,218,PERIODIC,0x00,STEADY,0,0x0000,45.60,26.25,111.00,3.96,1,200,1,66
21900,219,PERIODIC,0x00,STEADY,0,0x0000,45.57,26.23,110.99,3.97,1,200,1,66
22000,220,PERIODIC,0x00,STEADY,0,0x0000,45.59,26.39,110.96,3.98,1,200,1,66
22100,221,PERIODIC,0x00,STEADY,0,0x0000,45.60,25.18,111.46,4.05,1,200,1,66
22200,222,PERIODIC,0x00,STEADY,0,0x0000,45.57,23.88,111.97,4.09,1,200,0,66
22300,223,PERIODIC,0x00,STEADY,0,0x0000,45.59,23.83,111.96,4.08,1,200,0,66
22400,224,PERIODIC,0x00,STEADY,0,0x0000,45.58,25.07,111.46,4.00,1,200,1,66
22500,225,PERIODIC,0x00,STEADY,0,0x0000,45.64,25.07,111.46,4.00,1,200,1,66
22600,226,PERIODIC,0x00,STEADY,0,0x0000,45.65,23.87,111.97,4.06,1,200,0,66
22700,227,PERIODIC,0x00,STEADY,0,0x0000,45.67,25.12,111.48,4.00,1,200,1,67
22800,228,PERIODIC,0x00,STEADY,0,0x0000,45.66,25.08,111.48,3.98,1,200,1,67
22900,229,PERIODIC,0x00,STEADY,0,0x0000,45.66,25.07,111.46,3.96,1,200,1,67
23000,230,PERIODIC,0x00,STEADY,0,0x0000,45.68,25.11,111.44,3.97,1,200,1,67
23100,231,PERIODIC,0x00,STEADY,0,0x0000,45.71,23.93,111.93,4.05,1,200,0,67
23200,232,PERIODIC,0x00,STEADY,0,0x0000,45.74,23.96,111.93,4.05,1,200,0,67
23300,233,PERIODIC,0x00,STEADY,0,0x0000,45.71,25.20,111.41,3.99,1,200,1,67
23400,234,PERIODIC,0x00,STEADY,0,0x0000,45.71,25.16,111.41,4.00,1,200,1,67
23500,235,PERIODIC,0x00,STEADY,0,0x0000,45.70,23.94,111.91,4.06,1,200,0,67
23600,236,PERIODIC,0x00,STEADY,0,0x0000,45.71,25.12,111.40,4.00,1,200,1,67
23700,237,PERIODIC,0x00,STEADY,0,0x0000,45.70,25.12,111.43,4.01,1,200,1,67
23800,238,PERIODIC,0x00,STEADY,0,0x0000,45.69,25.10,111.44,4.01,1,200,1,67
23900,239,PERIODIC,0x00,STEADY,0,0x0000,45.66,25.15,111.45,4.01,1,200,1,67
24000,240,PERIODIC,0x00,STEADY,0,0x0000,45.67,23.87,111.96,4.08,1,200,0,68
24100,241,PERIODIC,0x00,STEADY,0,0x0000,45.69,23.96,111.99,4.08,1,200,0,68
24200,242,PERIODIC,0x00,STEADY,0,0x0000,45.70,25.13,111.51,4.02,1,200,1,68
24300,243,PERIODIC,0x00,STEADY,0,0x0000,45.68,25.14,111.52,4.02,1,200,1,68
24400,244,PERIODIC,0x00,STEADY,0,0x0000,45.69,23.93,112.02,4.08,1,200,0,68
24500,245,PERIODIC,0x00,STEADY,0,0x0000,45.69,25.23,111.53,4.02,1,200,1,68
24600,246,PERIODIC,0x00,STEADY,0,0x0000,45.72,25.29,111.49,4.00,1,200,1,68
24700,247,PERIODIC,0x00,STEADY,0,0x0000,45.71,25.19,111.51,4.00,1,200,1,68
24800,248,PERIODIC,0x00,STEADY,0,0x0000,45.70,25.19,111.50,3.98,1,200,1,68
24900,249,PERIODIC,0x00,STEADY,0,0x0000,45.70,23.88,111.99,4.05,1,200,0,68
25000,250,PERIODIC,0x00,STEADY,1,0x0000,45.69,23.96,112.00,4.05,1,200,0,68
25100,251,PERIODIC,0x00,STEADY,1,0x0000,45.70,25.18,111.50,3.98,1,200,1,69
25200,252,PERIODIC,0x00,STEADY,1,0x0000,45.67,25.21,111.48,3.98,1,200,1,70
25300,253,PERIODIC,0x00,STEADY,1,0x0000,45.69,23.87,111.96,4.04,1,200,0,70
25400,254,PERIODIC,0x00,STEADY,1,0x0000,45.68,25.14,111.48,3.99,1,200,1,71
25500,255,PERIODIC,0x00,STEADY,1,0x0000,45.68,25.18,111.46,3.98,1,200,1,71
25600,256,PERIODIC,0x00,STEADY,1,0x0000,45.66,25.19,111.45,3.99,1,200,1,72
25700,257,PERIODIC,0x00,STEADY,1,0x0000,45.63,25.19,111.43,3.98,1,200,1,72
25800,258,PERIODIC,0x00,STEADY,1,0x0000,45.63,23.86,111.91,4.03,1,200,0,73
25900,259,PERIODIC,0x00,STEADY,1,0x0000,45.60,23.83,111.92,4.04,1,200,0,73
26000,260,PERIODIC,0x00,STEADY,1,0x0000,45.60,25.07,111.43,3.98,1,200,1,74
26100,261,PERIODIC,0x00,STEADY,1,0x0000,45.59,25.16,111.41,3.98,1,200,1,74
26200,262,PERIODIC,0x00,STEADY,1,0x0000,45.58,23.86,111.89,4.04,1,200,0,75
26300,263,PERIODIC,0x00,STEADY,1,0x0000,45.60,24.98,111.39,3.97,1,200,0,75
26400,264,PERIODIC,0x00,STEADY,1,0x0000,45.61,26.24,110.89,3.92,1,200,1,76
26500,265,PERIODIC,0x00,STEADY,1,0x0000,45.59,26.25,110.89,3.93,1,200,1,76
26600,266,PERIODIC,0x00,STEADY,1,0x0000,45.58,26.30,110.90,3.94,1,200,1,77
